scenario,controller,planner,predicate_set,perception,seed,cycles,mean_pdr,p05_pdr,violation_rate_phi,hazard_rate,recovery_cycles,fallback_rate,repair_rate,mean_power_dbm,max_pa_temp_c,mean_reward,h_rf,h_pwr,h_relay,h_part,h_starve,h_therm
narrowband,shield_repair,naive,phi,perfect,1,300,0.9909631457563624,0.9739988334696976,0.0,0.03666666666666667,1,0.0,0.352,26.19333333333333,41.61422372017993,0.9542964790896957,0.0,0.03666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,2,300,0.9914126827806198,0.9769006477795515,0.0,0.08333333333333333,1,0.0,0.35333333333333333,26.2,41.887176578918144,0.9080793494472865,0.0,0.08333333333333333,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,3,300,0.9911370794216293,0.9814112518255178,0.0,0.08,1,0.0,0.34933333333333333,26.133333333333333,38.82018164446623,0.9111370794216294,0.0,0.08,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,4,300,0.9902738222969549,0.9825292333492043,0.0,0.04,1,0.0,0.3393333333333333,26.133333333333333,40.50581505245581,0.9502738222969549,0.0,0.04,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,5,300,0.9914364561785404,0.9812071293659013,0.0,0.07666666666666666,1,0.0,0.3413333333333333,26.13,39.43730569664419,0.9147697895118737,0.0,0.07666666666666666,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,6,300,0.991293740127842,0.9759555474492145,0.0,0.05333333333333334,1,0.0,0.354,26.25,40.60556122145532,0.9379604067945086,0.0,0.05333333333333334,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,7,300,0.9915719720163819,0.9796497571959603,0.0,0.04666666666666667,1,0.0,0.35133333333333333,26.30666666666667,40.462336830572745,0.9449053053497153,0.0,0.04666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,8,300,0.9915017196970786,0.9820646293570787,0.0,0.03333333333333333,1,0.0,0.3486666666666667,26.426666666666666,45.90192973124533,0.9581683863637455,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,9,300,0.9915040186833765,0.9797406412563847,0.0,0.013333333333333334,1,0.0,0.3273333333333333,26.23,41.403787938517574,0.9781706853500431,0.0,0.013333333333333334,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,10,300,0.989938292674215,0.9739477584157584,0.0,0.04,1,0.0,0.344,26.106666666666666,37.31891610845331,0.949938292674215,0.0,0.04,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,11,300,0.991173788791602,0.9739986212199021,0.0,0.06,1,0.0,0.3413333333333333,26.033333333333335,38.43462976610771,0.9311737887916021,0.0,0.06,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,12,300,0.9912730976902974,0.973999821897103,0.0,0.043333333333333335,1,0.0,0.3626666666666667,26.406666666666666,37.29019309029759,0.947939764356964,0.0,0.043333333333333335,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,13,300,0.9914063335424604,0.9814965970097359,0.0,0.043333333333333335,1,0.0,0.3373333333333333,26.073333333333334,39.958602778616886,0.9480730002091271,0.0,0.043333333333333335,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,14,300,0.991086784082912,0.9826526160579843,0.0,0.04,1,0.0,0.36466666666666664,26.203333333333333,38.19565574154339,0.9510867840829119,0.0,0.04,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,15,300,0.9912007947111698,0.978532775084659,0.0,0.03333333333333333,1,0.0,0.356,26.246666666666666,38.02009013644962,0.9578674613778366,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,16,300,0.9913431577499237,0.9793242543335507,0.0,0.03666666666666667,1,0.0,0.334,26.166666666666668,37.43082899888599,0.954676491083257,0.0,0.03666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,17,300,0.9912243201319012,0.9815025586711944,0.0,0.08,1,0.0,0.3433333333333333,26.423333333333332,41.11885499298934,0.9112243201319012,0.0,0.08,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,18,300,0.9904695089243288,0.9739803511437525,0.0,0.06666666666666667,1,0.0,0.3626666666666667,26.323333333333334,43.01140777297116,0.923802842257662,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,19,300,0.990922613719248,0.9805410835549856,0.0,0.08,1,0.0,0.32866666666666666,26.2,39.89034467772225,0.9109226137192479,0.0,0.08,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,20,300,0.9908896048333694,0.9747774658132831,0.0,0.06666666666666667,1,0.0,0.348,26.476666666666667,39.364575380708985,0.9242229381667028,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,21,300,0.9909325973007085,0.9781947316182033,0.0,0.04666666666666667,1,0.0,0.33,26.1,36.93482298472424,0.9442659306340417,0.0,0.04666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,22,300,0.9908278465688515,0.9739920052097885,0.0,0.04666666666666667,1,0.0,0.36933333333333335,26.016666666666666,37.95035043316742,0.9441611799021848,0.0,0.04666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,23,300,0.990244724789189,0.9739935058139892,0.0,0.05333333333333334,1,0.0,0.3373333333333333,26.216666666666665,36.882917983790996,0.9369113914558557,0.0,0.05333333333333334,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,24,300,0.9912299811663297,0.9808973176868686,0.0,0.06666666666666667,1,0.0,0.332,26.133333333333333,42.501431988984514,0.924563314499663,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,25,300,0.9912122283242911,0.9760782606391831,0.0,0.04,1,0.0,0.3446666666666667,26.2,42.16572685831424,0.9512122283242911,0.0,0.04,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,26,300,0.9897135800055876,0.9790529569187885,0.0,0.03333333333333333,1,0.0,0.348,26.136666666666667,47.260918394610705,0.9563802466722543,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,27,300,0.9918687392836669,0.9838231694607332,0.0,0.016666666666666666,1,0.0,0.3406666666666667,26.08,38.56875260025158,0.9752020726170002,0.0,0.016666666666666666,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,28,300,0.991542463346715,0.9801846139698555,0.0,0.04,1,0.0,0.358,26.18,43.8872900291954,0.9515424633467152,0.0,0.04,0.0,0.0,0.0,0.0
narrowband,shield_repair,naive,phi,perfect,29,300,0.9901173918712701,0.9739995465939881,0.0,0.056666666666666664,1,0.0,0.348,26.16,40.74947975780449,0.9334507252046035,0.0,0.056666666666666664,0.0,0.0,0.0,0.0
wideband,static,naive,phi,perfect,0,300,0.25690550583539484,0.00014558192555335487,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49309449416460516,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,1,300,0.25686387467663546,0.0001309572659557836,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49313612532336454,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,2,300,0.25682020162165853,0.00011551987087435325,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49317979837834147,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,3,300,0.25690742249720394,0.00014593310473108755,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49309257750279606,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,4,300,0.2568154585311131,0.00013333910737454787,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931845414688869,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,5,300,0.25689508537593314,0.00011555946526161143,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931049146240669,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,6,300,0.25682543139479336,0.00013634590238746565,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931745686052068,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,7,300,0.2567300938329372,0.00013555434010644807,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4932699061670629,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,8,300,0.25683579100393056,0.00014002254349667004,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49316420899606944,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,9,300,0.2568538105098668,0.00013047807173363594,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931461894901332,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,10,300,0.2568275511376678,0.00013137288165022303,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931724488623322,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,11,300,0.25688276217007994,0.0001594637529304656,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931172378299201,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,12,300,0.25692064854814134,0.00017327617900472916,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49307935145185877,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,13,300,0.2568631336713685,0.00013083377192099431,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931368663286315,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,14,300,0.25684369473425667,0.00014526406308316677,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49315630526574333,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,15,300,0.25683680827750127,0.00014029739256548606,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931631917224987,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,16,300,0.25677969813515894,0.00015331364614881837,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49322030186484106,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,17,300,0.256849424674307,0.00014164819714898352,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49315057532569295,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,18,300,0.25683765612673976,0.00014760341741024399,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49316234387326036,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,19,300,0.2568046401068871,0.0001253601912849422,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49319535989311286,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,20,300,0.25680840318331777,0.0001647319931428618,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49319159681668223,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,21,300,0.2568185275305504,0.00013555949600244915,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931814724694496,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,22,300,0.2568640670270531,0.00013261197869479798,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931359329729468,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,23,300,0.2569242862045847,0.00014726044010395238,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4930757137954153,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,24,300,0.2568412693178864,0.00014634403469306902,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49315873068211347,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,25,300,0.25678517167513354,0.00010757790418155457,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49321482832486635,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,26,300,0.2567853982151364,0.0001400614367348797,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4932146017848636,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,27,300,0.25684575619871225,0.00013622259054131683,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.49315424380128775,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,28,300,0.2567895026373653,0.00012768365334031305,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4932104973626347,0.0,0.0,0.0,0.0,0.75,0.0
wideband,static,naive,phi,perfect,29,300,0.2568329810054835,0.00018597818802724875,0.0,0.75,221,0.0,0.0,23.0,35.0,-0.4931670189945165,0.0,0.0,0.0,0.0,0.75,0.0
wideband,heuristic,naive,phi,perfect,0,300,0.9630145056714207,0.8927348806455816,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9630145056714207,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,1,300,0.9590771108263253,0.8827311763782342,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9590771108263253,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,2,300,0.9564853109194651,0.8697814456777647,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9564853109194651,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,3,300,0.9631585761620804,0.8929515548785897,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9631585761620804,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,4,300,0.9591871730771356,0.8845005071952763,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9591871730771356,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,5,300,0.9577450045977275,0.8698089477570592,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9577450045977275,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,6,300,0.9592083927401411,0.886432464572102,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9592083927401411,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,7,300,0.9582946804441862,0.8860840634265306,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9582946804441862,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,8,300,0.9609986535470405,0.8891544820044534,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9609986535470405,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,9,300,0.9587587892630162,0.8823704457018631,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9587587892630162,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,10,300,0.96168298658629,0.8830504818275675,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.96168298658629,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,11,300,0.9634850511687447,0.9006870838229947,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9634850511687447,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,12,300,0.9649560321746921,0.9074436939552073,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9649560321746921,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,13,300,0.9597442170859453,0.8826408622277282,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9597442170859453,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,14,300,0.9615647027087125,0.892538758108997,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9615647027087125,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,15,300,0.9603401035737945,0.8892263923327314,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9603401035737945,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,16,300,0.9589942883854178,0.8972759997267834,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9589942883854178,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,17,300,0.9602737756393064,0.8902276227412257,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9602737756393064,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,18,300,0.9594789114179249,0.8939604156843166,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9594789114179249,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,19,300,0.9587691615404356,0.8783670270285706,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9587691615404356,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,20,300,0.9607783302672521,0.9033817907912378,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9607783302672521,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,21,300,0.9614277225974672,0.886087236524309,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9614277225974672,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,22,300,0.9615800651080512,0.8839689977801767,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9615800651080512,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,23,300,0.9641445128859033,0.8937595169865884,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9641445128859033,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,24,300,0.9620245320862822,0.8932089869692128,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9620245320862822,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,25,300,0.9561493555784468,0.8618523806411531,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9561493555784468,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,26,300,0.958478895920944,0.8891720005149091,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.958478895920944,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,27,300,0.9612816199979338,0.8865488833557915,0.0,0.0,2,0.0,0.0,26.0,44.16666666666665,0.9612816199979338,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,28,300,0.959290487870664,0.8802232273699053,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.959290487870664,0.0,0.0,0.0,0.0,0.0,0.0
wideband,heuristic,naive,phi,perfect,29,300,0.9639134115247924,0.9128438000929286,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9639134115247924,0.0,0.0,0.0,0.0,0.0,0.0
wideband,structured,naive,phi,perfect,0,300,0.956900903323437,0.7881707308894742,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0002342366567703754,0.0,0.22333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,1,300,0.957575117805092,0.8192581406838519,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.000908451138425456,0.0,0.19666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,2,300,0.9475237290258535,0.77788803405919,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.009142937640813257,0.0,0.18666666666666668,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,3,300,0.9595115113466758,0.8214410392811339,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0028448446800090348,0.0,0.16333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,4,300,0.9642183186231542,0.8382470456260834,0.0,0.9566666666666667,2,0.0,0.0,30.0,56.38888888888888,0.007551651956487515,0.0,0.26666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,5,300,0.9508565550522363,0.7468164583244272,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.005810111614430191,0.0,0.26666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,6,300,0.9547125678431394,0.787880101996875,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.001954098823527399,0.0,0.16666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,7,300,0.9595096775267946,0.82768011337366,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.00284301086012808,0.0,0.16666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,8,300,0.9497623992838872,0.7659722722869241,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.0069042673827794734,0.0,0.14333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,9,300,0.9613303554814904,0.8356308309898048,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.00466368881482372,0.0,0.14666666666666667,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,10,300,0.9629267552612782,0.8241876044519232,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.006260088594611544,0.0,0.17333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,11,300,0.9586354645565124,0.772487347072197,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0019687978898457106,0.0,0.16666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,12,300,0.9622294875320456,0.8396311657962298,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.005562820865379082,0.0,0.3333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,13,300,0.9635483420183821,0.8204792322621354,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.00688167535171542,0.0,0.18,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,14,300,0.953650410207249,0.7633415796763717,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.003016256459417607,0.0,0.17,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,15,300,0.9508849647986642,0.7824514450332724,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.005781701868002334,0.0,0.10333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,16,300,0.9475335540799545,0.7520279212946154,0.0,0.9566666666666667,2,0.0,0.0,30.0,56.38888888888888,-0.009133112586712086,0.0,0.2966666666666667,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,17,300,0.9558550968340976,0.7866738908462743,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.0008115698325689872,0.0,0.12666666666666668,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,18,300,0.9596834544438222,0.8108000469523596,0.0,0.9566666666666667,2,0.0,0.0,30.0,56.38888888888888,0.0030167877771555083,0.0,0.07666666666666666,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,19,300,0.9597767017679038,0.8259598332584845,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0031100351012371724,0.0,0.20333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,20,300,0.9587663228741545,0.8127987482980303,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0020996562074879293,0.0,0.20666666666666667,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,21,300,0.9601835247798006,0.8357762363302843,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.003516858113133902,0.0,0.17333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,22,300,0.9610558747310323,0.8229198037597245,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.004389208064365428,0.0,0.14333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,23,300,0.9569684104335041,0.80474477180201,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.0003017437668373931,0.0,0.11333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,24,300,0.9565239325667574,0.8084352688140544,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.0001427340999094066,0.0,0.20666666666666667,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,25,300,0.9496959326548521,0.7639383192207119,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.0069707340118146605,0.0,0.12,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,26,300,0.9607670473546079,0.8293065579742118,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.004100380687941302,0.0,0.16333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,27,300,0.960175101947131,0.8211096773730278,0.0,0.9566666666666667,2,0.0,0.0,30.0,56.38888888888888,0.00350843528046403,0.0,0.23333333333333334,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,28,300,0.9509470866972788,0.7657426241560397,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,-0.005719579969387836,0.0,0.22333333333333333,0.0,0.0,0.0,0.9566666666666667
wideband,structured,naive,phi,perfect,29,300,0.9576527068786079,0.8120105451089085,0.0,0.9566666666666667,1,0.0,0.0,30.0,56.38888888888888,0.000986040211941249,0.0,0.10666666666666667,0.0,0.0,0.0,0.9566666666666667
wideband,greedy_twin,naive,phi,perfect,0,300,0.9770555439164563,0.9178440561951396,0.20333333333333334,0.45666666666666667,1,0.0,0.0,28.386666666666667,39.94664645639973,0.5203888772497897,0.08333333333333333,0.22333333333333333,0.04,0.0,0.0,0.2833333333333333
wideband,greedy_twin,naive,phi,perfect,1,300,0.9758206768702025,0.9180650952981086,0.22,0.51,1,0.0,0.0,28.45,41.741504319168484,0.4658206768702024,0.08,0.18333333333333332,0.07333333333333333,0.0,0.0,0.4
wideband,greedy_twin,naive,phi,perfect,2,300,0.9804268865715307,0.937813618169094,0.25,0.6133333333333333,1,0.0,0.0,28.506666666666668,39.16735943470932,0.36709355323819737,0.09333333333333334,0.37,0.06,0.0,0.0,0.44
wideband,greedy_twin,naive,phi,perfect,3,300,0.9792229079042194,0.9287732963550627,0.20666666666666667,0.5766666666666667,1,0.0,0.0,28.543333333333333,38.42206617681162,0.40255624123755285,0.08666666666666667,0.34,0.05,0.0,0.0,0.46
wideband,greedy_twin,naive,phi,perfect,4,300,0.975526900504645,0.8942991194571116,0.20666666666666667,0.55,1,0.0,0.0,28.393333333333334,41.47531531907355,0.4255269005046449,0.08,0.25,0.07,0.0,0.0,0.37333333333333335
wideband,greedy_twin,naive,phi,perfect,5,300,0.9817138498376248,0.9502440276422096,0.21,0.5066666666666667,1,0.0,0.0,28.226666666666667,35.84899712883453,0.4750471831709583,0.07333333333333333,0.2733333333333333,0.08,0.0,0.0,0.25666666666666665
