scenario,controller,planner,predicate_set,perception,seed,cycles,mean_pdr,p05_pdr,violation_rate_phi,hazard_rate,recovery_cycles,fallback_rate,repair_rate,mean_power_dbm,max_pa_temp_c,mean_reward,h_rf,h_pwr,h_relay,h_part,h_starve,h_therm,dropped
narrowband,shield_repair,naive,loo,radioml,11,300,0.9902556292311613,0.9800175783162567,0.0,0.08333333333333333,1,0.0,0.34933333333333333,26.27,41.856959715189426,0.9069222958978279,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,none
narrowband,shield_repair,naive,loo,radioml,12,300,0.9919150322415256,0.9873331192776016,0.0,0.1,1,0.0,0.348,26.593333333333334,42.01634319749612,0.8919150322415255,0.0,0.1,0.0,0.0,0.0,0.0,none
narrowband,shield_repair,naive,loo,radioml,13,300,0.98564179826578,0.9856355973543316,0.0,0.06,1,0.0,0.338,26.3,44.40614788639988,0.9256417982657801,0.0,0.06,0.0,0.0,0.0,0.0,none
narrowband,shield_repair,naive,loo,radioml,14,300,0.9903096463777765,0.983552693888572,0.0,0.03666666666666667,1,0.0,0.35133333333333333,26.336666666666666,42.699164678777294,0.9536429797111098,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,0,300,0.8703061458387761,0.5087141755341426,0.0,0.2833333333333333,2,0.0,0.348,27.733333333333334,39.9977883735229,0.5869728125054428,0.0,0.27666666666666667,0.0,0.0,0.0,0.006666666666666667,none
wideband,shield_repair,naive,loo,radioml,1,300,0.850513884526229,0.0016295236469301092,0.0,0.21333333333333335,2,0.0,0.36933333333333335,27.303333333333335,37.05027810211773,0.6371805511928956,0.0,0.21333333333333335,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,2,300,0.8509683778587214,0.00019889108651828776,0.0,0.18333333333333332,1,0.0,0.3546666666666667,27.456666666666667,43.48102483704474,0.6676350445253882,0.0,0.18333333333333332,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,3,300,0.8649437225055211,0.01762021334423635,0.0,0.17666666666666667,2,0.0,0.36666666666666664,27.51,40.30902050708833,0.6882770558388546,0.0,0.17666666666666667,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,4,300,0.8459327481549885,0.0010804726405048803,0.0,0.18,1,0.0,0.36933333333333335,27.626666666666665,46.40602463184592,0.6659327481549887,0.0,0.18,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,5,300,0.8512290216737763,0.002735546885924609,0.0,0.18333333333333332,4,0.0,0.38133333333333336,27.43,43.06996702830009,0.667895688340443,0.0,0.18333333333333332,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,6,300,0.8552559171608682,0.14467778518026198,0.0,0.13333333333333333,5,0.0,0.3466666666666667,27.506666666666668,39.17975091628915,0.7219225838275349,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,7,300,0.8613675992091997,0.009770830350662257,0.0,0.15666666666666668,5,0.0,0.368,27.386666666666667,40.85204150970383,0.704700932542533,0.0,0.15666666666666668,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,8,300,0.8493018818454416,0.0011575077706616822,0.0,0.20333333333333334,1,0.0,0.36666666666666664,27.573333333333334,40.9050066751721,0.6459685485121084,0.0,0.20333333333333334,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,9,300,0.8208631525544833,0.008332622090259697,0.0,0.12,1,0.0,0.368,27.43,46.80946132682445,0.7008631525544833,0.0,0.12,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,10,300,0.865416765293063,0.36548062465329895,0.0,0.16333333333333333,2,0.0,0.358,27.78,41.36353877094813,0.7020834319597297,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,11,300,0.8415659659167847,0.0006834206872023521,0.0,0.22666666666666666,1,0.0,0.36866666666666664,27.346666666666668,41.85966639421311,0.614899299250118,0.0,0.22666666666666666,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,12,300,0.858970380754858,0.32021813047987474,0.0,0.17666666666666667,1,0.0,0.358,27.48,42.02446242716481,0.6823037140881912,0.0,0.17666666666666667,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,13,300,0.8303839089035951,0.0009623665960535223,0.0,0.13666666666666666,2,0.0,0.3506666666666667,27.506666666666668,44.40803910215837,0.6937172422369285,0.0,0.13666666666666666,0.0,0.0,0.0,0.0,none
wideband,shield_repair,naive,loo,radioml,14,300,0.8273172028736483,0.00024049137314473032,0.0,0.09333333333333334,10,0.0,0.36733333333333335,27.43,42.70170551660592,0.733983869540315,0.0,0.09333333333333334,0.0,0.0,0.0,0.0,none
bursty,shield_repair,naive,loo,radioml,0,300,0.98383188848764,0.9635848677374804,0.0,0.02666666666666667,1,0.0,0.356,25.216666666666665,41.133461306320285,0.9571652218209734,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,none
bursty,shield_repair,naive,loo,radioml,1,300,0.9854698370714294,0.9739321510045325,0.0,0.05,1,0.0,0.34933333333333333,25.226666666666667,39.13216416908098,0.9354698370714294,0.0,0.05,0.0,0.0,0.0,0.0,none
