scenario,controller,planner,predicate_set,perception,seed,cycles,mean_pdr,p05_pdr,violation_rate_phi,hazard_rate,recovery_cycles,fallback_rate,repair_rate,mean_power_dbm,max_pa_temp_c,mean_reward,h_rf,h_pwr,h_relay,h_part,compliant_available_rate,h_starve,h_therm,ceiling_dbm
compromised_xapp,structured,naive,phi,radioml,22,300,0.9672824632892776,0.8368527187020619,0.0,0.12333333333333334,1,0.0,0.0,23.0,35.0,0.8439491299559442,0.0,0.0,0.12333333333333334,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,23,300,0.9679085361087758,0.8682199590643478,0.0,0.14666666666666667,2,0.0,0.0,23.0,35.0,0.8212418694421092,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,24,300,0.9646446480733365,0.8228893663728615,0.0,0.10333333333333333,1,0.0,0.0,23.0,35.0,0.8613113147400031,0.0,0.0,0.10333333333333333,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,25,300,0.9697031911218935,0.8446353607855245,0.0,0.17,1,0.0,0.0,23.0,35.0,0.7997031911218936,0.0,0.0,0.17,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,26,300,0.9703574055524299,0.8666147108338942,0.0,0.15,2,0.0,0.0,23.0,35.0,0.8203574055524298,0.0,0.0,0.15,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,27,300,0.9727360343473104,0.8753339206052475,0.0,0.13333333333333333,1,0.0,0.0,23.0,35.0,0.8394027010139771,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,28,300,0.9632946947004655,0.8050487959851127,0.0,0.17333333333333334,2,0.0,0.0,23.0,35.0,0.7899613613671321,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,0.0,23.0
compromised_xapp,structured,naive,phi,radioml,29,300,0.9670836051087213,0.8470078008900168,0.0,0.14333333333333334,1,0.0,0.0,23.0,35.0,0.8237502717753881,0.0,0.0,0.14333333333333334,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,0,300,0.8698164377735442,0.5610636599991179,0.0,0.27666666666666667,9,0.0,0.0,23.0,35.0,0.5931497711068776,0.0,0.0,0.27666666666666667,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,1,300,0.8633251178093923,0.47624390598646893,0.0,0.23,3,0.0,0.0,23.0,35.0,0.6333251178093923,0.0,0.0,0.23,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,2,300,0.8742841823049354,0.5907444814909859,0.0,0.2866666666666667,9,0.0,0.0,23.0,35.0,0.5876175156382688,0.0,0.0,0.2866666666666667,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,3,300,0.8658671901939575,0.5042752996453096,0.0,0.24666666666666667,4,0.0,0.0,23.0,35.0,0.6192005235272908,0.0,0.0,0.24666666666666667,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,4,300,0.8696536890448772,0.5516399308656665,0.0,0.25,1,0.0,0.0,23.0,35.0,0.6196536890448772,0.0,0.0,0.25,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,5,300,0.872094538695731,0.6081292301990587,0.0,0.23,2,0.0,0.0,23.0,35.0,0.642094538695731,0.0,0.0,0.23,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,6,300,0.8694480213647198,0.5746019306950704,0.0,0.25333333333333335,1,0.0,0.0,23.0,35.0,0.6161146880313866,0.0,0.0,0.25333333333333335,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,7,300,0.8662826521132445,0.57502413444443,0.0,0.23333333333333334,9,0.0,0.0,23.0,35.0,0.632949318779911,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,8,300,0.8692519070392173,0.5243688504629029,0.0,0.29,2,0.0,0.0,23.0,35.0,0.5792519070392174,0.0,0.0,0.29,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,9,300,0.8727761284064551,0.5163437410269103,0.0,0.26666666666666666,1,0.0,0.0,23.0,35.0,0.6061094617397884,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,10,300,0.8701956719917001,0.5772273167011388,0.0,0.2633333333333333,4,0.0,0.0,23.0,35.0,0.6068623386583668,0.0,0.0,0.2633333333333333,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,11,300,0.8752356035182257,0.6087616279333162,0.0,0.23333333333333334,2,0.0,0.0,23.0,35.0,0.6419022701848924,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,12,300,0.8710672624384425,0.5473333916189173,0.0,0.22666666666666666,5,0.0,0.0,23.0,35.0,0.6444005957717758,0.0,0.0,0.22666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,13,300,0.8698177747546343,0.6002764026031708,0.0,0.22666666666666666,2,0.0,0.0,23.0,35.0,0.6431511080879676,0.0,0.0,0.22666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,14,300,0.8672495884296872,0.6145880635044219,0.0,0.25333333333333335,5,0.0,0.0,23.0,35.0,0.613916255096354,0.0,0.0,0.25333333333333335,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,15,300,0.8703182304674446,0.5720240738008923,0.0,0.23,3,0.0,0.0,23.0,35.0,0.6403182304674446,0.0,0.0,0.23,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,16,300,0.8687952212377151,0.5414610157876183,0.0,0.26,1,0.0,0.0,23.0,35.0,0.6087952212377151,0.0,0.0,0.26,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,17,300,0.8681266337919237,0.5799667769160921,0.0,0.2966666666666667,4,0.0,0.0,23.0,35.0,0.5714599671252573,0.0,0.0,0.2966666666666667,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,18,300,0.8764015735615245,0.629396646512278,0.0,0.24,5,0.0,0.0,23.0,35.0,0.6364015735615245,0.0,0.0,0.24,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,19,300,0.8724233078512903,0.5736374612021196,0.0,0.26666666666666666,2,0.0,0.0,23.0,35.0,0.6057566411846238,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,20,300,0.8631432419277429,0.5586925878396278,0.0,0.26666666666666666,4,0.0,0.0,23.0,35.0,0.5964765752610762,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,21,300,0.8783374293775287,0.6186934980251465,0.0,0.26666666666666666,2,0.0,0.0,23.0,35.0,0.6116707627108618,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,22,300,0.8642895747622769,0.5488897646405828,0.0,0.25,3,0.0,0.0,23.0,35.0,0.6142895747622769,0.0,0.0,0.25,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,23,300,0.885035767705606,0.6062599241842072,0.0,0.22666666666666666,2,0.0,0.0,23.0,35.0,0.6583691010389394,0.0,0.0,0.22666666666666666,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,24,300,0.8596961061559153,0.4595701361130024,0.0,0.2833333333333333,2,0.0,0.0,23.0,35.0,0.5763627728225821,0.0,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,25,300,0.8681915134158843,0.568357363530958,0.0,0.28,3,0.0,0.0,23.0,35.0,0.5881915134158843,0.0,0.0,0.28,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,26,300,0.8703281392881138,0.5949778026345256,0.0,0.24,2,0.0,0.0,23.0,35.0,0.6303281392881138,0.0,0.0,0.24,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,27,300,0.8533439256842015,0.5365244083519595,0.0,0.2833333333333333,9,0.0,0.0,23.0,35.0,0.5700105923508679,0.0,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,28,300,0.8824674100938055,0.6164209539268547,0.0,0.25666666666666665,3,0.0,0.0,23.0,35.0,0.6258007434271389,0.0,0.0,0.25666666666666665,0.0,0.0,0.0,0.0,23.0
compound,structured,naive,phi,radioml,29,300,0.860536915104357,0.5391493588292908,0.0,0.2733333333333333,9,0.0,0.0,23.0,35.0,0.5872035817710238,0.0,0.0,0.2733333333333333,0.0,0.0,0.0,0.0,23.0
narrowband,shield_repair,adaptive,phi,radioml,0,300,0.9841000382750121,0.9735914741712004,0.0,0.0,1,0.0,0.0,25.74,42.05014286028913,0.9841000382750121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,1,300,0.9853036827327488,0.9732499243529181,0.0,0.0,1,0.0,0.0,25.77,42.18658273908933,0.9853036827327488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,2,300,0.9838865531212879,0.9717558070880433,0.0,0.0,1,0.0,0.0,25.73,41.71126881675017,0.9838865531212879,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,3,300,0.9855395923907884,0.9735561152153186,0.0,0.0,1,0.0,0.0,25.7,40.357736699433474,0.9855395923907884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,4,300,0.9850039878062644,0.9732840542874626,0.0,0.0,1,0.0,0.0,25.72,42.35470990190024,0.9850039878062644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,5,300,0.9849956596444167,0.9729226526809419,0.0,0.0,1,0.0,0.0,25.6,39.59137507830489,0.9849956596444167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,6,300,0.986005590045401,0.9736881899417548,0.0,0.0,1,0.0,0.0,25.74,42.70273439488593,0.986005590045401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,7,300,0.9842016201053734,0.9725942468469212,0.0,0.0,1,0.0,0.0,25.79,41.05411602240735,0.9842016201053734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,8,300,0.9783104961914015,0.9726283164414705,0.0,0.0,1,0.0,0.0,25.58,43.43422269083759,0.9783104961914015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,9,300,0.9852814295859992,0.9737930294762365,0.0,0.0,1,0.0,0.0,25.75,39.37828291639321,0.9852814295859992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,10,300,0.9847339921450722,0.9735174278943929,0.0,0.0,1,0.0,0.0,25.64,40.32749182329991,0.9847339921450722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,11,300,0.9853100196749154,0.9736953301438435,0.0,0.0,1,0.0,0.0,25.71,40.9698754129229,0.9853100196749154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,12,300,0.9823736732929575,0.973248201984886,0.0,0.0,1,0.0,0.0,25.73,41.90075173346276,0.9823736732929575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,13,300,0.9822182066239337,0.9736805527702133,0.0,0.0,1,0.0,0.0,25.71,39.32377476426288,0.9822182066239337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,14,300,0.985843556433026,0.9735961292662892,0.0,0.0,1,0.0,0.0,25.63,40.47562138939707,0.985843556433026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,15,300,0.9856285063568428,0.9732746944738822,0.0,0.0,1,0.0,0.0,25.69,42.71041392867377,0.9856285063568428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,16,300,0.9850919765058703,0.9721719798151938,0.0,0.0,1,0.0,0.0,25.73,41.65384115186247,0.9850919765058703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,17,300,0.983630190450477,0.9732845405174557,0.0,0.0,1,0.0,0.0,25.61,40.350426124184516,0.983630190450477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,18,300,0.9854684115393249,0.9734605217134185,0.0,0.0,1,0.0,0.0,25.78,41.38339573018987,0.9854684115393249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,19,300,0.9852417563300747,0.9732576256310116,0.0,0.0,1,0.0,0.0,25.77,42.395508620197006,0.9852417563300747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,20,300,0.9854027043035429,0.9737841459512243,0.0,0.0,1,0.0,0.0,25.72,42.543117782849066,0.9854027043035429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,21,300,0.9855239030059496,0.9733608528333628,0.0,0.0,1,0.0,0.0,25.64,40.98951712280882,0.9855239030059496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,22,300,0.9843555068270249,0.9720678843205327,0.0,0.0,1,0.0,0.0,25.71,42.851292445397505,0.9843555068270249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,23,300,0.9816459891644634,0.9724675915965794,0.0,0.0,1,0.0,0.0,25.62,39.13310646557868,0.9816459891644634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,24,300,0.9849800033492258,0.9735660984932384,0.0,0.0,1,0.0,0.0,25.57,41.411031973315765,0.9849800033492258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,25,300,0.98581833083553,0.9736342668651773,0.0,0.0,1,0.0,0.0,25.69,43.27914350990146,0.98581833083553,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,26,300,0.9853110861204478,0.9736711687062679,0.0,0.0,1,0.0,0.0,25.77,43.569491841194136,0.9853110861204478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,27,300,0.9849993791222228,0.9730936918444522,0.0,0.0,1,0.0,0.0,25.69,39.856426445309054,0.9849993791222228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,28,300,0.9852972288845846,0.9738965182787076,0.0,0.0,1,0.0,0.0,25.62,41.2337145096062,0.9852972288845846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
narrowband,shield_repair,adaptive,phi,radioml,29,300,0.9851420769847916,0.9737945621993545,0.0,0.0,1,0.0,0.0,25.73,40.69656208934511,0.9851420769847916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,0,300,0.7676199176017947,0.00034690241954474867,0.0,0.006666666666666667,2,0.0,0.0,25.52,40.29639098820712,0.7609532509351282,0.0,0.0,0.0,0.0,1.0,0.006666666666666667,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,1,300,0.7514112004298321,0.0004249941606851983,0.0,0.0,1,0.0,0.0,25.59,41.42948830818986,0.7514112004298321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,2,300,0.7692282604625365,0.0015972386994213997,0.0,0.0,1,0.0,0.0,25.58,42.8836707347712,0.7692282604625365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,3,300,0.7556969105886678,0.0001648364603239186,0.0,0.0,3,0.0,0.0,25.48,42.01941097875031,0.7556969105886678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,4,300,0.7751521687669685,0.0011525190770845038,0.0,0.0,4,0.0,0.0,25.61,40.2655738169502,0.7751521687669685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,5,300,0.7747746973944284,0.001157988638574962,0.0,0.0,2,0.0,0.0,25.54,40.53506755032749,0.7747746973944284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,6,300,0.7355485997724306,0.0027084834043434045,0.0,0.03333333333333333,1,0.0,0.0,25.62,41.993346061825264,0.7022152664390973,0.0,0.0,0.0,0.0,1.0,0.03333333333333333,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,7,300,0.7754776947364516,0.0016480034149756228,0.0,0.0,2,0.0,0.0,25.57,40.561580985516336,0.7754776947364516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,8,300,0.7604439027500121,0.002112765796884596,0.0,0.0,2,0.0,0.0,25.54,42.46311199237727,0.7604439027500121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,9,300,0.7375573160565125,0.0011997761082589563,0.0,0.016666666666666666,1,0.0,0.0,25.63,40.13555268451025,0.7208906493898457,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,10,300,0.7526590078027696,0.015199531493680161,0.0,0.0,1,0.0,0.0,25.63,43.10522361018829,0.7526590078027696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,11,300,0.750143944144087,0.0026802112958046183,0.0,0.0033333333333333335,1,0.0,0.0,25.62,42.08733623478641,0.7468106108107537,0.0,0.0,0.0,0.0,1.0,0.0033333333333333335,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,12,300,0.7552984505114718,0.00030745483151079953,0.0,0.0,1,0.0,0.0,25.51,40.91052908838903,0.7552984505114718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,13,300,0.7648546809093824,0.00022001853954119196,0.0,0.013333333333333334,2,0.0,0.0,25.52,40.82465493559992,0.7515213475760489,0.0,0.0,0.0,0.0,1.0,0.013333333333333334,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,14,300,0.7453842650828213,0.0006647998913772633,0.0,0.02,6,0.0,0.0,25.65,40.83799956727123,0.7253842650828213,0.0,0.0,0.0,0.0,1.0,0.02,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,15,300,0.7677698441769377,0.001549020879761205,0.0,0.0033333333333333335,3,0.0,0.0,25.65,41.33090438108893,0.7644365108436044,0.0,0.0,0.0,0.0,1.0,0.0033333333333333335,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,16,300,0.7528806863414187,0.000320112623270107,0.0,0.01,2,0.0,0.0,25.63,43.34918313082452,0.7428806863414188,0.0,0.0,0.0,0.0,1.0,0.01,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,17,300,0.7825268224479793,0.02660812776795225,0.0,0.0,1,0.0,0.0,25.6,41.5380493107914,0.7825268224479793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,18,300,0.7386415880879377,0.0017885095188908782,0.0,0.02,5,0.0,0.0,25.65,40.354535194822034,0.7186415880879378,0.0,0.0,0.0,0.0,1.0,0.02,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,19,300,0.7570450753541625,0.008251070239097618,0.0,0.006666666666666667,3,0.0,0.0,25.73,41.78991101920421,0.7503784086874961,0.0,0.0,0.0,0.0,1.0,0.006666666666666667,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,20,300,0.7734492817292486,0.0007333044818320045,0.0,0.0033333333333333335,2,0.0,0.0,25.65,43.80734575003119,0.7701159483959152,0.0,0.0,0.0,0.0,1.0,0.0033333333333333335,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,21,300,0.7590678076690358,0.0005781254788152754,0.0,0.0,3,0.0,0.0,25.56,41.3760725729277,0.7590678076690358,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,22,300,0.738747651143583,0.0010667325361355823,0.0,0.016666666666666666,3,0.0,0.0,25.55,43.196705730741854,0.7220809844769163,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,23,300,0.7565221249731043,0.0012117713443749727,0.0,0.0,3,0.0,0.0,25.53,40.986569956533494,0.7565221249731043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,24,300,0.7564870737730751,0.0011181467424730455,0.0,0.0,3,0.0,0.0,25.45,40.85159955137855,0.7564870737730751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,25,300,0.7771711226297754,0.025795064977271992,0.0,0.0,2,0.0,0.0,25.6,41.23894390700069,0.7771711226297754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,26,300,0.7363396655575639,0.000723092634949599,0.0,0.016666666666666666,1,0.0,0.0,25.58,40.37888394996047,0.7196729988908973,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,27,300,0.7469002778679158,0.0004434968207734176,0.0,0.0033333333333333335,6,0.0,0.0,25.5,41.71020100362396,0.7435669445345825,0.0,0.0,0.0,0.0,1.0,0.0033333333333333335,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,28,300,0.7626547341788745,0.0005095577016572646,0.0,0.0,3,0.0,0.0,25.48,42.19119089093005,0.7626547341788745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
wideband,shield_repair,adaptive,phi,radioml,29,300,0.7590022644833897,0.0007694891579685045,0.0,0.01,2,0.0,0.0,25.56,40.28334814990074,0.7490022644833897,0.0,0.0,0.0,0.0,1.0,0.01,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,0,300,0.980517815821692,0.9676141669577472,0.0,0.0,1,0.0,0.0,25.22,40.699993239021346,0.980517815821692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,1,300,0.9782963234307135,0.9615384519079629,0.0,0.0,1,0.0,0.0,25.23,41.90328761139111,0.9782963234307135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,2,300,0.979723393793901,0.9681181571231504,0.0,0.0,1,0.0,0.0,25.01,40.95406108730058,0.979723393793901,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,3,300,0.9799218719272066,0.967030302864289,0.0,0.0,1,0.0,0.0,25.15,43.190422959606046,0.9799218719272066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,4,300,0.9792154745979167,0.965685829593959,0.0,0.0,1,0.0,0.0,25.25,42.26721745197262,0.9792154745979167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,5,300,0.9817418590199251,0.9662265425949679,0.0,0.0,1,0.0,0.0,25.17,39.495772283357674,0.9817418590199251,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,6,300,0.9806170091321781,0.9661498080490649,0.0,0.0,1,0.0,0.0,25.1,41.53264032789323,0.9806170091321781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,7,300,0.9815726796760074,0.9664253474236816,0.0,0.0,1,0.0,0.0,25.25,42.968630948231116,0.9815726796760074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,8,300,0.977201574569181,0.9677305468271786,0.0,0.0,1,0.0,0.0,25.08,42.18130448007219,0.977201574569181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,9,300,0.9748788373101157,0.959821510903555,0.0,0.0,1,0.0,0.0,25.01,39.94961426314853,0.9748788373101157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,10,300,0.9788902770473453,0.9614051919522464,0.0,0.0,2,0.0,0.0,25.17,41.627555878513284,0.9788902770473453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,11,300,0.9823582492843919,0.9685132785612226,0.0,0.0,1,0.0,0.0,25.28,39.17196169489153,0.9823582492843919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,12,300,0.976531564299539,0.9669445054659863,0.0,0.0,1,0.0,0.0,25.25,41.65661885149112,0.976531564299539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,13,300,0.977911307733595,0.9671620903393411,0.0,0.0,1,0.0,0.0,25.15,41.78969092210657,0.977911307733595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,14,300,0.9748589256999644,0.9609038687834762,0.0,0.0,2,0.0,0.0,25.17,42.078740875052596,0.9748589256999644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,15,300,0.979719184210065,0.9669093429391742,0.0,0.0,1,0.0,0.0,24.92,38.364204176314274,0.979719184210065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,16,300,0.9758815153054544,0.9519163942463453,0.0,0.0,1,0.0,0.0,24.93,42.297455080465646,0.9758815153054544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,17,300,0.982306457944991,0.9670432677349224,0.0,0.0,1,0.0,0.0,25.2,40.80188270282604,0.982306457944991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,18,300,0.976515330178621,0.9616771335033774,0.0,0.0,1,0.0,0.0,25.17,40.34545868265929,0.976515330178621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,19,300,0.9799339578807716,0.9606485850000118,0.0,0.0,1,0.0,0.0,25.3,42.09666717328018,0.9799339578807716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,20,300,0.9788163360854268,0.9686467631160274,0.0,0.0,1,0.0,0.0,25.11,43.20766416177141,0.9788163360854268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
bursty,shield_repair,adaptive,phi,radioml,21,300,0.9731620132750828,0.9556744652566462,0.0,0.0,1,0.0,0.0,25.1,41.79008512798105,0.9731620132750828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0
