scenario,controller,planner,predicate_set,perception,seed,cycles,mean_pdr,p05_pdr,violation_rate_phi,hazard_rate,recovery_cycles,fallback_rate,repair_rate,mean_power_dbm,max_pa_temp_c,mean_reward,h_rf,h_pwr,h_relay,h_part,h_starve,h_therm,twin
bursty,shield_filter,naive,phi,radioml,14,300,0.9821164601779988,0.9640756776139768,0.0,0.006666666666666667,1,0.0,0.0,24.956666666666667,38.75851296375384,0.9754497935113322,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,15,300,0.9717311361981016,0.9362955271643932,0.0,0.016666666666666666,1,0.0,0.0,24.796666666666667,39.48695050871516,0.955064469531435,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,16,300,0.9749801530580449,0.9645944645828016,0.0,0.0033333333333333335,1,0.0033333333333333335,0.0,24.933333333333334,41.253655292587446,0.9716468197247116,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,17,300,0.9692837958135866,0.9632802299580221,0.0,0.013333333333333334,1,0.0033333333333333335,0.0,24.883333333333333,38.65381484305129,0.9559504624802533,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,18,300,0.9787195461635969,0.9702493593403954,0.0,0.006666666666666667,2,0.0,0.0,24.92,41.62709961765062,0.9720528794969302,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,19,300,0.9787453447069671,0.9705170545579719,0.0,0.0033333333333333335,1,0.0033333333333333335,0.0,25.063333333333333,40.08559185223065,0.9754120113736338,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,20,300,0.9761616587191615,0.9449037701127512,0.0,0.01,2,0.0033333333333333335,0.0,24.77,40.18506979824718,0.9661616587191615,0.0,0.01,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,21,300,0.9774762496748827,0.9566534528219047,0.0,0.01,1,0.0,0.0,24.906666666666666,39.55360866391564,0.9674762496748827,0.0,0.01,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,22,300,0.9744847064067055,0.946718092626463,0.0,0.0033333333333333335,1,0.0,0.0,24.883333333333333,41.91243677223719,0.9711513730733721,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,23,300,0.966739745746527,0.9525156987608925,0.0,0.006666666666666667,2,0.0,0.0,24.746666666666666,39.20544952800482,0.9600730790798603,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,24,300,0.983363336630847,0.970946638666957,0.0,0.02,1,0.0033333333333333335,0.0,24.89,38.887324853523495,0.9633633366308471,0.0,0.02,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,25,300,0.9757097817930351,0.9522842813266781,0.0,0.006666666666666667,1,0.006666666666666667,0.0,25.006666666666668,40.50939804596042,0.9690431151263684,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,26,300,0.9773932757699675,0.9687760529856619,0.0,0.013333333333333334,1,0.0033333333333333335,0.0,25.08,43.52590174872529,0.9640599424366341,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,27,300,0.9859448852351547,0.9726856125514418,0.0,0.006666666666666667,1,0.0,0.0,24.946666666666665,39.46317980932997,0.9792782185684881,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,28,300,0.9836558676685528,0.9735051443235605,0.0,0.006666666666666667,1,0.0033333333333333335,0.0,24.933333333333334,40.999125382420004,0.9769892010018861,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_filter,naive,phi,radioml,29,300,0.9768398529031195,0.9623922267553509,0.0,0.006666666666666667,1,0.0033333333333333335,0.0,24.826666666666668,39.47469345428402,0.9701731862364528,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,0,300,0.98383188848764,0.9635848677374804,0.0,0.02666666666666667,1,0.0,0.356,25.216666666666665,41.133461306320285,0.9571652218209734,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,1,300,0.9854698370714294,0.9739321510045325,0.0,0.05,1,0.0,0.34933333333333333,25.226666666666667,39.13216416908098,0.9354698370714294,0.0,0.05,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,2,300,0.9821167256207666,0.9739261131144783,0.0,0.056666666666666664,1,0.0,0.354,25.05,39.75045022168684,0.9254500589540998,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,3,300,0.9760463871683432,0.9660452668329287,0.0,0.03,1,0.0,0.3373333333333333,25.05,40.20889775960902,0.946046387168343,0.0,0.03,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,4,300,0.9834374368051473,0.9732962805005642,0.0,0.03,1,0.0,0.3486666666666667,25.276666666666667,43.74443957306365,0.9534374368051473,0.0,0.03,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,5,300,0.9815874147539275,0.973644273403568,0.0,0.03333333333333333,4,0.0,0.37666666666666665,25.303333333333335,39.516807834867095,0.9482540814205942,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,6,300,0.9785747674206308,0.9660388049287939,0.0,0.013333333333333334,1,0.0,0.358,25.006666666666668,44.141609778843616,0.9652414340872975,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,7,300,0.9859369343848933,0.9719098444028966,0.0,0.02666666666666667,1,0.0,0.3486666666666667,24.84,38.584934087672174,0.9592702677182267,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,8,300,0.9857211097648758,0.9738841193148835,0.0,0.016666666666666666,1,0.0,0.3313333333333333,25.123333333333335,41.999813891251875,0.9690544430982091,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,9,300,0.9826575651234896,0.9665888444487107,0.0,0.05333333333333334,1,0.0,0.33666666666666667,24.89666666666667,37.93133120004411,0.9293242317901562,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,10,300,0.9840931538620513,0.9730377908189588,0.0,0.023333333333333334,1,0.0,0.3526666666666667,25.363333333333333,41.674939669107225,0.960759820528718,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,11,300,0.985635425739811,0.9715722115976104,0.0,0.023333333333333334,1,0.0,0.34933333333333333,25.05666666666667,39.17436217689289,0.9623020924064777,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,12,300,0.984729536123795,0.9739793400526598,0.0,0.02666666666666667,1,0.0,0.3506666666666667,25.09,40.657378020719,0.9580628694571283,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,13,300,0.9829828808413038,0.9719553130553941,0.0,0.013333333333333334,1,0.0,0.3413333333333333,25.133333333333333,40.20239070517481,0.9696495475079704,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,14,300,0.983231778981283,0.9666061720548949,0.0,0.013333333333333334,1,0.0,0.368,25.143333333333334,38.17567081334196,0.9698984456479497,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,15,300,0.9805326048290116,0.963405285357948,0.0,0.02666666666666667,1,0.0,0.35933333333333334,25.046666666666667,38.96983153689834,0.953865938162345,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,16,300,0.9848923405297144,0.9736613117794086,0.0,0.023333333333333334,1,0.0,0.3546666666666667,25.176666666666666,41.53132967332962,0.9615590071963811,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,17,300,0.9830192680554145,0.9722922109868148,0.0,0.023333333333333334,1,0.0,0.338,24.976666666666667,38.916353361618356,0.9596859347220811,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,18,300,0.9861855899397063,0.9732092075208549,0.0,0.016666666666666666,1,0.0,0.3526666666666667,25.123333333333335,42.56746910630438,0.9695189232730396,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,19,300,0.9793670329664798,0.9730851233451724,0.0,0.03,1,0.0,0.342,25.35333333333333,41.68462941644947,0.9493670329664797,0.0,0.03,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,20,300,0.9776873896240624,0.9688334149119082,0.0,0.02,2,0.0,0.362,24.94,40.62849301315022,0.9576873896240624,0.0,0.02,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,21,300,0.9824866597197964,0.9670067664268862,0.0,0.03666666666666667,1,0.0,0.338,25.23,41.84668306416931,0.9458199930531297,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,22,300,0.9835161199784133,0.9690866519378782,0.0,0.056666666666666664,1,0.0,0.36533333333333334,25.47,42.300940047826316,0.9268494533117465,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,23,300,0.9802571705551122,0.9698120878677805,0.0,0.02666666666666667,1,0.0,0.33,25.126666666666665,43.76805263195697,0.9535905038884456,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,24,300,0.9840250461135662,0.9738952427772835,0.0,0.043333333333333335,1,0.0,0.334,25.053333333333335,37.19310678247189,0.9406917127802329,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,25,300,0.9827545139761364,0.9651651162836322,0.0,0.023333333333333334,1,0.0,0.342,25.26,41.25227107084914,0.9594211806428031,0.0,0.023333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,26,300,0.9856125888412699,0.9726203208477011,0.0,0.013333333333333334,1,0.0,0.3473333333333333,24.986666666666668,42.5555898296836,0.9722792555079366,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,27,300,0.9875275741194652,0.973440005347862,0.0,0.02666666666666667,1,0.0,0.36133333333333334,25.126666666666665,42.391621402652746,0.9608609074527984,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,28,300,0.9892748231295176,0.9739938870414016,0.0,0.03,1,0.0,0.3433333333333333,25.036666666666665,38.429444276533054,0.9592748231295176,0.0,0.03,0.0,0.0,0.0,0.0,perception_aware
bursty,shield_repair,naive,phi,radioml,29,300,0.9817929346177766,0.9728781256375288,0.0,0.03666666666666667,1,0.0,0.35133333333333333,25.28,40.324114458881965,0.94512626795111,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,greedy_twin,naive,phi,radioml,0,300,0.9589651561936116,0.9139638293079331,0.22666666666666666,0.32666666666666666,1,0.0,0.0,26.88,42.29514813991358,0.6322984895269449,0.05,0.22,0.09,0.0,0.0,0.006666666666666667,perception_aware
backhaul,greedy_twin,naive,phi,radioml,1,300,0.9579361323088036,0.9139611442302684,0.23666666666666666,0.25,1,0.0,0.0,26.406666666666666,39.1111221231519,0.7079361323088036,0.1,0.1,0.08333333333333333,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,2,300,0.9565487209480917,0.9139402252138757,0.25,0.30333333333333334,1,0.0,0.0,26.546666666666667,43.93449318705017,0.6532153876147582,0.09333333333333334,0.14666666666666667,0.09333333333333334,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,3,300,0.9566250836668775,0.9139574350857271,0.22,0.29333333333333333,1,0.0,0.0,26.433333333333334,39.94755608758684,0.6632917503335442,0.07333333333333333,0.16,0.08666666666666667,0.0,0.0,0.023333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,4,300,0.9580114434736879,0.91397014225373,0.2733333333333333,0.32666666666666666,1,0.0,0.0,26.85333333333333,46.32276806464242,0.6313447768070213,0.06,0.17,0.12333333333333334,0.0,0.0,0.03333333333333333,perception_aware
backhaul,greedy_twin,naive,phi,radioml,5,300,0.9552666263722529,0.9139595509351033,0.2,0.23666666666666666,1,0.0,0.0,26.58,38.17278507068477,0.7185999597055862,0.09,0.12666666666666668,0.07,0.0,0.0,0.0,perception_aware
backhaul,greedy_twin,naive,phi,radioml,6,300,0.9572424818254853,0.9139549687872812,0.21,0.26666666666666666,1,0.0,0.0,26.56,44.34341147687319,0.6905758151588187,0.06333333333333334,0.13333333333333333,0.10666666666666667,0.0,0.0,0.03,perception_aware
backhaul,greedy_twin,naive,phi,radioml,7,300,0.9579696980593354,0.9139661245514374,0.2733333333333333,0.30333333333333334,1,0.0,0.0,26.823333333333334,49.34606932605763,0.6546363647260021,0.08,0.14,0.10333333333333333,0.0,0.0,0.02666666666666667,perception_aware
backhaul,greedy_twin,naive,phi,radioml,8,300,0.9550808542918326,0.9138755150593917,0.22666666666666666,0.2833333333333333,1,0.0,0.0,26.95,40.51610290332458,0.6717475209584993,0.08,0.16666666666666666,0.08666666666666667,0.0,0.0,0.04666666666666667,perception_aware
backhaul,greedy_twin,naive,phi,radioml,9,300,0.9591778622699485,0.913962621745165,0.22333333333333333,0.2833333333333333,1,0.0,0.0,26.563333333333333,42.206522920141325,0.675844528936615,0.06666666666666667,0.16333333333333333,0.07,0.0,0.0,0.023333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,10,300,0.9560742717669019,0.9139149557328092,0.21,0.25666666666666665,1,0.0,0.0,26.82,39.56708127342428,0.6994076051002349,0.06666666666666667,0.13,0.08333333333333333,0.0033333333333333335,0.0,0.02666666666666667,perception_aware
backhaul,greedy_twin,naive,phi,radioml,11,300,0.9568408763292245,0.9139532497059614,0.21,0.22333333333333333,1,0.0,0.0,26.32,40.93238682513053,0.7335075429958913,0.08333333333333333,0.09,0.07666666666666666,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,12,300,0.9526639167776185,0.9139352221402257,0.22,0.25666666666666665,1,0.0,0.0,26.87,42.700927169175316,0.6959972501109518,0.07666666666666666,0.12666666666666668,0.07666666666666666,0.0,0.0,0.043333333333333335,perception_aware
backhaul,greedy_twin,naive,phi,radioml,13,300,0.9579227109639267,0.9137547261585753,0.22666666666666666,0.28,1,0.0,0.0,26.546666666666667,42.631766960275314,0.6779227109639265,0.08,0.14333333333333334,0.07,0.0,0.0,0.023333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,14,300,0.9557282507196506,0.9139678484918377,0.22666666666666666,0.2866666666666667,1,0.0,0.0,26.766666666666666,44.129313925864516,0.669061584052984,0.06,0.16333333333333333,0.10666666666666667,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,15,300,0.9610761668998744,0.9139683901328608,0.22333333333333333,0.2633333333333333,1,0.0,0.0,26.366666666666667,40.896168877293185,0.697742833566541,0.09666666666666666,0.11,0.08,0.0,0.0,0.016666666666666666,perception_aware
backhaul,greedy_twin,naive,phi,radioml,16,300,0.956349713035582,0.9139512591683691,0.23,0.27666666666666667,1,0.0,0.0,26.733333333333334,39.33299562822703,0.6796830463689156,0.08,0.13666666666666666,0.07333333333333333,0.0,0.0,0.02,perception_aware
backhaul,greedy_twin,naive,phi,radioml,17,300,0.9558965572238947,0.9135376967942391,0.2633333333333333,0.30333333333333334,1,0.0,0.0,26.723333333333333,43.10802320080867,0.6525632238905613,0.08666666666666667,0.14,0.1,0.0,0.0,0.03,perception_aware
backhaul,greedy_twin,naive,phi,radioml,18,300,0.9555051934709489,0.9139631684286025,0.24,0.29,1,0.0,0.0,26.93,44.90216439792422,0.6655051934709488,0.08666666666666667,0.15,0.1,0.0,0.0,0.023333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,19,300,0.9578868933923865,0.9139377973512651,0.25666666666666665,0.29,1,0.0,0.0,26.68,49.49404028385545,0.6678868933923867,0.07,0.15666666666666668,0.10666666666666667,0.0,0.0,0.016666666666666666,perception_aware
backhaul,greedy_twin,naive,phi,radioml,20,300,0.9585065946230822,0.9139637994156096,0.25666666666666665,0.29333333333333333,1,0.0,0.0,26.68,46.32061313058794,0.6651732612897487,0.09333333333333334,0.13666666666666666,0.09333333333333334,0.0,0.0,0.023333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,21,300,0.9524682580599466,0.9130769389497033,0.25333333333333335,0.29333333333333333,1,0.0,0.0,26.613333333333333,41.15647934653633,0.6591349247266133,0.10333333333333333,0.13666666666666666,0.10666666666666667,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,22,300,0.9613114020590088,0.9139512735387998,0.25333333333333335,0.30333333333333334,1,0.0,0.0,26.59,47.743459536118586,0.6579780687256754,0.09,0.16666666666666666,0.09,0.0,0.0,0.0,perception_aware
backhaul,greedy_twin,naive,phi,radioml,23,300,0.9573203739879168,0.9127604776588978,0.28,0.32666666666666666,1,0.0,0.0,26.92,38.59921862933462,0.6306537073212501,0.09,0.15,0.12,0.0,0.0,0.07666666666666666,perception_aware
backhaul,greedy_twin,naive,phi,radioml,24,300,0.9586066587218833,0.9139798789336772,0.24666666666666667,0.3,1,0.0,0.0,26.73,47.8493534200872,0.6586066587218834,0.09,0.13666666666666666,0.1,0.0,0.0,0.016666666666666666,perception_aware
backhaul,greedy_twin,naive,phi,radioml,25,300,0.9599588210159644,0.9139767270568373,0.21333333333333335,0.27666666666666667,1,0.0,0.0,26.613333333333333,49.6475046314228,0.6832921543492979,0.07,0.14333333333333334,0.08,0.0,0.0,0.013333333333333334,perception_aware
backhaul,greedy_twin,naive,phi,radioml,26,300,0.9545412950269122,0.9139738693090892,0.21333333333333335,0.2633333333333333,1,0.0,0.0,26.85333333333333,44.72147825047991,0.6912079616935788,0.07,0.14333333333333334,0.07666666666666666,0.0,0.0,0.0,perception_aware
backhaul,greedy_twin,naive,phi,radioml,27,300,0.9594777980358883,0.913500112569087,0.2866666666666667,0.31333333333333335,1,0.0,0.0,26.626666666666665,42.768189309828635,0.6461444647025549,0.12,0.13,0.11666666666666667,0.0,0.0,0.02,perception_aware
backhaul,greedy_twin,naive,phi,radioml,28,300,0.9548749099858469,0.9139553081042944,0.22333333333333333,0.26,1,0.0,0.0,26.616666666666667,44.067418841979745,0.6948749099858469,0.09333333333333334,0.11,0.09,0.0,0.0,0.03333333333333333,perception_aware
backhaul,greedy_twin,naive,phi,radioml,29,300,0.9579805840507246,0.9139750304033206,0.24666666666666667,0.30333333333333334,1,0.0,0.0,26.58,39.65823293976016,0.6546472507173914,0.1,0.14666666666666667,0.08333333333333333,0.0,0.0,0.023333333333333334,perception_aware
backhaul,shield_filter,naive,phi,radioml,0,300,0.9466112961137947,0.9138843529372707,0.0,0.11333333333333333,1,0.006666666666666667,0.0,25.736666666666668,36.33325389997553,0.8332779627804612,0.0,0.11333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,1,300,0.9454900271897398,0.9139494019455695,0.0,0.03666666666666667,1,0.02,0.0,25.69333333333333,39.4603943114844,0.9088233605230732,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,2,300,0.948273787706518,0.9139559664287756,0.0,0.07666666666666666,1,0.006666666666666667,0.0,25.74,40.616167809312564,0.8716071210398514,0.0,0.07666666666666666,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,3,300,0.9501410755162591,0.9139407098992263,0.0,0.07333333333333333,1,0.006666666666666667,0.0,25.62,39.581221478649184,0.8768077421829258,0.0,0.07333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,4,300,0.9532824519217195,0.9139412028549425,0.0,0.056666666666666664,1,0.0,0.0,25.82,40.48172238651032,0.8966157852550528,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,5,300,0.9473811548797759,0.8960792062029864,0.0,0.043333333333333335,1,0.006666666666666667,0.0,25.823333333333334,39.71902113489638,0.9040478215464426,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,6,300,0.9468437667561564,0.913214993077125,0.0,0.056666666666666664,1,0.01,0.0,25.713333333333335,42.61255399126303,0.8901771000894898,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,7,300,0.9441299653052806,0.7791960183024181,0.0,0.03666666666666667,1,0.01,0.0,25.60333333333333,41.51350878851747,0.907463298638614,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,8,300,0.9471431568074733,0.8951242336441001,0.0,0.043333333333333335,1,0.0033333333333333335,0.0,25.71,39.72540672843702,0.9038098234741397,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,9,300,0.9474262150728486,0.9138551467083275,0.0,0.06,1,0.016666666666666666,0.0,25.44333333333333,38.49632614067287,0.8874262150728487,0.0,0.06,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,10,300,0.9500663729951199,0.9133528014436568,0.0,0.03666666666666667,1,0.006666666666666667,0.0,25.683333333333334,37.73892421118887,0.9133997063284534,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,11,300,0.9492124452378884,0.9135075123222416,0.0,0.013333333333333334,1,0.0033333333333333335,0.0,25.47,40.0419845448488,0.9358791119045551,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,12,300,0.9448177378910032,0.9139430824298218,0.0,0.043333333333333335,1,0.006666666666666667,0.0,25.96,41.035340948667475,0.9014844045576699,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,13,300,0.947003886161573,0.9127988346302159,0.0,0.06666666666666667,1,0.006666666666666667,0.0,25.66,40.8677938612615,0.8803372194949064,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,14,300,0.95337807871499,0.9139641896421972,0.0,0.056666666666666664,1,0.0,0.0,25.773333333333333,39.29987036790334,0.8967114120483234,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,15,300,0.9538206629207013,0.9139611771981199,0.0,0.05333333333333334,1,0.0033333333333333335,0.0,25.713333333333335,38.195358796909616,0.900487329587368,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,16,300,0.9472035988718541,0.9123491071026762,0.0,0.06666666666666667,1,0.01,0.0,25.736666666666668,39.40432583049038,0.8805369322051875,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,17,300,0.9503996735911896,0.913964136442282,0.0,0.043333333333333335,1,0.0033333333333333335,0.0,25.876666666666665,37.60128856915434,0.9070663402578563,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,18,300,0.9489951351214347,0.9139574487831253,0.0,0.04666666666666667,3,0.006666666666666667,0.0,25.69333333333333,42.14996041576286,0.902328468454768,0.0,0.04666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,19,300,0.945672034412958,0.8958606067178257,0.0,0.06,1,0.01,0.0,25.616666666666667,41.566555134827595,0.8856720344129579,0.0,0.06,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,20,300,0.9472943330779363,0.9096973530872167,0.0,0.043333333333333335,1,0.01,0.0,25.51,41.394322904836116,0.903960999744603,0.0,0.043333333333333335,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,21,300,0.9457106700921774,0.9135338285557096,0.0,0.06666666666666667,2,0.0033333333333333335,0.0,25.94,40.64244497672264,0.8790440034255107,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,22,300,0.949243161687177,0.9108787140341331,0.0,0.08333333333333333,1,0.006666666666666667,0.0,25.546666666666667,43.65805287664336,0.8659098283538437,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,23,300,0.9432136119466012,0.8960697856899159,0.0,0.03,1,0.016666666666666666,0.0,25.586666666666666,40.22775575892577,0.9132136119466012,0.0,0.03,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,24,300,0.9518422049805034,0.9139613274319333,0.0,0.06,1,0.0033333333333333335,0.0,25.82,40.59428478266077,0.8918422049805035,0.0,0.06,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,25,300,0.949162419609509,0.908162270423912,0.0,0.07333333333333333,1,0.006666666666666667,0.0,25.726666666666667,36.353517898392106,0.8758290862761756,0.0,0.07333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,26,300,0.9498701447556277,0.9139689587827071,0.0,0.07333333333333333,1,0.006666666666666667,0.0,26.07,40.038276917569696,0.8765368114222944,0.0,0.07333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,27,300,0.9505425460619913,0.8967115736385398,0.0,0.04,1,0.006666666666666667,0.0,25.613333333333333,41.8560088006957,0.9105425460619914,0.0,0.04,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,28,300,0.9486599287134027,0.9139528426699773,0.0,0.02666666666666667,1,0.006666666666666667,0.0,25.776666666666667,40.68757100808302,0.921993262046736,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_filter,naive,phi,radioml,29,300,0.9518659123465375,0.9139717194341297,0.0,0.056666666666666664,1,0.0,0.0,25.683333333333334,39.448927302611935,0.8951992456798709,0.0,0.056666666666666664,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_repair,naive,phi,radioml,0,300,0.9586022175280378,0.9139616774358239,0.0,0.13333333333333333,1,0.0,0.39066666666666666,25.75,39.148909686996255,0.8252688841947046,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,perception_aware
backhaul,shield_repair,naive,phi,radioml,1,300,0.9585958935979907,0.8960798632382777,0.0,0.05333333333333334,1,0.0,0.4126666666666667,25.906666666666666,37.538589514418774,0.9052625602646571,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,perception_aware
