scenario,controller,planner,predicate_set,perception,seed,cycles,mean_pdr,p05_pdr,violation_rate_phi,hazard_rate,recovery_cycles,fallback_rate,repair_rate,mean_power_dbm,max_pa_temp_c,mean_reward,h_rf,h_pwr,h_relay,h_part,h_starve,h_therm,bler_slope
wideband,shield_filter,adaptive,phi,radioml,9,300,0.8832038246637103,0.4188081196335254,0.0,0.7466666666666667,4,0.0,0.0,29.59,55.438785529977544,0.1365371579970435,0.0,0.14666666666666667,0.0,0.0,0.0,0.7066666666666667,0.8
wideband,shield_repair,adaptive,phi,radioml,0,300,0.8872748983064347,0.3861479233199578,0.0,0.8733333333333333,1,0.0,0.18333333333333332,29.763333333333332,54.71964183499699,0.013941564973101223,0.0,0.07333333333333333,0.0,0.0,0.0,0.8733333333333333,0.8
wideband,shield_repair,adaptive,phi,radioml,1,300,0.8659153325246196,0.18037994413809397,0.0,0.7633333333333333,1,0.0,0.18866666666666668,29.546666666666667,55.756850502204344,0.1025819991912863,0.0,0.22,0.0,0.0,0.0,0.7133333333333334,0.8
wideband,shield_repair,adaptive,phi,radioml,2,300,0.9065784342070342,0.5904558812707353,0.0,0.8366666666666667,1,0.0,0.17466666666666666,29.67,55.264655027058005,0.0699117675403676,0.0,0.21,0.0,0.0,0.0,0.82,0.8
wideband,shield_repair,adaptive,phi,radioml,3,300,0.8761394264275695,0.47004481609424476,0.0,0.7933333333333333,1,0.0,0.16333333333333333,29.623333333333335,51.965091369424144,0.08280609309423616,0.0,0.12333333333333334,0.0,0.0,0.0,0.7733333333333333,0.8
wideband,shield_repair,adaptive,phi,radioml,4,300,0.8938663633171294,0.5840836908901602,0.0,0.7666666666666667,1,0.0,0.17466666666666666,29.676666666666666,56.14080788423329,0.12719969665046282,0.0,0.22,0.0,0.0,0.0,0.7566666666666667,0.8
wideband,shield_repair,adaptive,phi,radioml,5,300,0.8776725735191365,0.3854228103071901,0.0,0.8566666666666667,2,0.0,0.19466666666666665,29.726666666666667,56.12800560792062,0.021005906852469964,0.0,0.1,0.0,0.0,0.0,0.83,0.8
wideband,shield_repair,adaptive,phi,radioml,6,300,0.8991676390856386,0.4849680340366047,0.0,0.7533333333333333,1,0.0,0.17533333333333334,29.53,53.84161723926229,0.14583430575230522,0.0,0.16,0.0,0.0,0.0,0.7033333333333334,0.8
wideband,shield_repair,adaptive,phi,radioml,7,300,0.8840980193711385,0.4141191906851753,0.0,0.77,2,0.0,0.19266666666666668,29.64,56.26613144505553,0.11409801937113861,0.0,0.18,0.0,0.0,0.0,0.76,0.8
wideband,shield_repair,adaptive,phi,radioml,8,300,0.8954713959266324,0.5348880053153455,0.0,0.85,1,0.0,0.18533333333333332,29.716666666666665,52.91412458396092,0.04547139592663239,0.0,0.07666666666666666,0.0,0.0,0.0,0.8466666666666667,0.8
wideband,shield_repair,adaptive,phi,radioml,9,300,0.871874210496418,0.3478510339892889,0.0,0.81,4,0.0,0.18266666666666667,29.683333333333334,56.332943964597455,0.06187421049641799,0.0,0.26,0.0,0.0,0.0,0.79,0.8
bursty,heuristic,adaptive,phi,radioml,0,300,0.9800991985348797,0.9683869192328547,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9800991985348797,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,1,300,0.9845914890360803,0.9697676039967161,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9845914890360803,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,2,300,0.9837875483056787,0.9684403802209003,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9837875483056787,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,3,300,0.9820779742195206,0.9686869402128238,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9820779742195206,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,4,300,0.9832387597301018,0.9697237283012,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9832387597301018,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,5,300,0.984498684185313,0.9703916306781744,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.984498684185313,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,6,300,0.9795871675787601,0.9664264499764915,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9795871675787601,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,7,300,0.9830135738747386,0.9678841560555508,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9830135738747386,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,8,300,0.981247115364229,0.9685880054832382,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.981247115364229,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,heuristic,adaptive,phi,radioml,9,300,0.9815446106577241,0.9676150695216018,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9815446106577241,0.0,0.0,0.0,0.0,0.0,0.0,0.8
bursty,greedy_twin,adaptive,phi,radioml,0,300,0.9792087302219881,0.9700526470887434,0.10666666666666667,0.72,1,0.0,0.0,29.626666666666665,54.62408986335505,0.25920873022198804,0.07,0.25333333333333335,0.03,0.0,0.0,0.6266666666666667,0.8
bursty,greedy_twin,adaptive,phi,radioml,1,300,0.9782333769645074,0.9665901143666229,0.12666666666666668,0.78,1,0.0,0.0,29.706666666666667,55.8932655035715,0.19823337696450755,0.07,0.33666666666666667,0.05333333333333334,0.0,0.0,0.66,0.8
bursty,greedy_twin,adaptive,phi,radioml,2,300,0.9761759041544467,0.9653674781111028,0.11666666666666667,0.7,1,0.0,0.0,29.593333333333334,55.618866422987644,0.27617590415444654,0.06333333333333334,0.22666666666666666,0.03666666666666667,0.0,0.0,0.61,0.8
bursty,greedy_twin,adaptive,phi,radioml,3,300,0.9784136005390034,0.9680829058754847,0.09666666666666666,0.81,1,0.0,0.0,29.636666666666667,56.228310649513425,0.16841360053900356,0.06333333333333334,0.35,0.03,0.0,0.0,0.68,0.8
bursty,greedy_twin,adaptive,phi,radioml,4,300,0.9790957126306218,0.9696188588653242,0.08333333333333333,0.7266666666666667,1,0.0,0.0,29.653333333333332,56.57925853403432,0.2524290459639551,0.05,0.17333333333333334,0.023333333333333334,0.0,0.0,0.6466666666666666,0.8
bursty,greedy_twin,adaptive,phi,radioml,5,300,0.9793099105935495,0.9674521345231516,0.11,0.7266666666666667,1,0.0,0.0,29.696666666666665,55.08308383017284,0.2526432439268829,0.06333333333333334,0.17,0.043333333333333335,0.0,0.0,0.6566666666666666,0.8
bursty,greedy_twin,adaptive,phi,radioml,6,300,0.9791413087658424,0.9695005036441934,0.16,0.7333333333333333,1,0.0,0.0,29.62,54.353054842909316,0.24580797543250915,0.09,0.25,0.06,0.0,0.0,0.6533333333333333,0.8
bursty,greedy_twin,adaptive,phi,radioml,7,300,0.9790531535545798,0.9680110994872296,0.13333333333333333,0.7566666666666667,1,0.0,0.0,29.64666666666667,56.21105287484699,0.2223864868879131,0.09,0.24333333333333335,0.04,0.0,0.0,0.6533333333333333,0.8
bursty,greedy_twin,adaptive,phi,radioml,8,300,0.9787454199286569,0.968201218977397,0.10666666666666667,0.72,1,0.0,0.0,29.65,55.05369741662477,0.25874541992865707,0.07,0.19666666666666666,0.023333333333333334,0.0,0.0,0.6566666666666666,0.8
bursty,greedy_twin,adaptive,phi,radioml,9,300,0.9785376889771811,0.9679417183102734,0.12666666666666668,0.7766666666666666,1,0.0,0.0,29.716666666666665,55.916202332573434,0.2018710223105145,0.06666666666666667,0.22666666666666666,0.04,0.0,0.0,0.6866666666666666,0.8
bursty,shield_filter,adaptive,phi,radioml,0,300,0.978946813361199,0.9699480443753992,0.0,0.5333333333333333,1,0.0,0.0,29.29,54.603534040657465,0.4456134800278656,0.0,0.21666666666666667,0.0,0.0,0.0,0.4033333333333333,0.8
bursty,shield_filter,adaptive,phi,radioml,1,300,0.9790100516738376,0.9666336054435765,0.0,0.6166666666666667,1,0.0,0.0,29.386666666666667,55.891007255897236,0.36234338500717095,0.0,0.3,0.0,0.0,0.0,0.47333333333333333,0.8
bursty,shield_filter,adaptive,phi,radioml,2,300,0.97627764419179,0.9653674781111028,0.0,0.44,1,0.0,0.0,29.216666666666665,53.30281825208351,0.5362776441917899,0.0,0.18,0.0,0.0,0.0,0.31333333333333335,0.8
bursty,shield_filter,adaptive,phi,radioml,3,300,0.978754188924709,0.9678907909460738,0.0,0.6966666666666667,1,0.0,0.0,29.433333333333334,56.06129371295112,0.28208752225804234,0.0,0.33,0.0,0.0,0.0,0.5533333333333333,0.8
bursty,shield_filter,adaptive,phi,radioml,4,300,0.9785457330360904,0.9696327600807501,0.0,0.5433333333333333,1,0.0,0.0,29.41,56.17523021181917,0.435212399702757,0.0,0.15,0.0,0.0,0.0,0.4666666666666667,0.8
bursty,shield_filter,adaptive,phi,radioml,5,300,0.9794431224172296,0.967879337123994,0.0,0.5366666666666666,1,0.0,0.0,29.386666666666667,55.1339139449779,0.4427764557505629,0.0,0.14333333333333334,0.0,0.0,0.0,0.48,0.8
bursty,shield_filter,adaptive,phi,radioml,6,300,0.9788058717472118,0.9687935802997548,0.0,0.5066666666666667,1,0.0,0.0,29.22,54.2898941854159,0.47213920508054513,0.0,0.18666666666666668,0.0,0.0,0.0,0.4266666666666667,0.8
bursty,shield_filter,adaptive,phi,radioml,7,300,0.9790533546830528,0.9677929133600569,0.0,0.5333333333333333,1,0.0,0.0,29.346666666666668,55.288906316390616,0.4457200213497195,0.0,0.20333333333333334,0.0,0.0,0.0,0.45666666666666667,0.8
bursty,shield_filter,adaptive,phi,radioml,8,300,0.9788868723619779,0.9676200964130078,0.0,0.7,1,0.0,0.0,29.573333333333334,55.09921424379641,0.2788868723619781,0.0,0.17666666666666667,0.0,0.0,0.0,0.6533333333333333,0.8
bursty,shield_filter,adaptive,phi,radioml,9,300,0.9787677358094443,0.9679417183102734,0.0,0.6133333333333333,1,0.0,0.0,29.433333333333334,56.28026272420316,0.36543440247611114,0.0,0.19333333333333333,0.0,0.0,0.0,0.5133333333333333,0.8
bursty,shield_repair,adaptive,phi,radioml,0,300,0.9787700135870142,0.9699480443753992,0.0,0.6133333333333333,1,0.0,0.16866666666666666,29.406666666666666,54.598859845521055,0.36543668025368076,0.0,0.22666666666666666,0.0,0.0,0.0,0.49,0.8
bursty,shield_repair,adaptive,phi,radioml,1,300,0.9787931775484875,0.9668062214993411,0.0,0.6966666666666667,1,0.0,0.18266666666666667,29.516666666666666,55.89322526522799,0.2821265108818207,0.0,0.31666666666666665,0.0,0.0,0.0,0.59,0.8
bursty,shield_repair,adaptive,phi,radioml,2,300,0.9761592613714951,0.9653674781111028,0.0,0.5366666666666666,1,0.0,0.16,29.35333333333333,54.43332430903698,0.43949259470482843,0.0,0.18333333333333332,0.0,0.0,0.0,0.42,0.8
bursty,shield_repair,adaptive,phi,radioml,3,300,0.9783702271429134,0.9673561264464509,0.0,0.72,1,0.0,0.16266666666666665,29.52,56.06680580150401,0.2583702271429134,0.0,0.34,0.0,0.0,0.0,0.6133333333333333,0.8
bursty,shield_repair,adaptive,phi,radioml,4,300,0.9789230923808843,0.969639092324662,0.0,0.5966666666666667,1,0.0,0.18,29.45,56.1341981624298,0.3822564257142176,0.0,0.15,0.0,0.0,0.0,0.5166666666666667,0.8
bursty,shield_repair,adaptive,phi,radioml,5,300,0.9796611195271706,0.9684058707137393,0.0,0.6033333333333334,1,0.0,0.18533333333333332,29.486666666666668,55.280652965142416,0.37632778619383744,0.0,0.14333333333333334,0.0,0.0,0.0,0.5466666666666666,0.8
bursty,shield_repair,adaptive,phi,radioml,6,300,0.9790230058352594,0.967939225845744,0.0,0.5333333333333333,1,0.0,0.178,29.29,54.27871584345344,0.4456896725019259,0.0,0.18666666666666668,0.0,0.0,0.0,0.4533333333333333,0.8
bursty,shield_repair,adaptive,phi,radioml,7,300,0.9785136271160582,0.9671326122050508,0.0,0.5933333333333334,1,0.0,0.17866666666666667,29.46,55.64705270728148,0.3851802937827249,0.0,0.20666666666666667,0.0,0.0,0.0,0.5166666666666667,0.8
bursty,shield_repair,adaptive,phi,radioml,8,300,0.9788048335937461,0.967532419233993,0.0,0.7066666666666667,1,0.0,0.168,29.566666666666666,55.099217136356486,0.2721381669270796,0.0,0.17666666666666667,0.0,0.0,0.0,0.6533333333333333,0.8
bursty,shield_repair,adaptive,phi,radioml,9,300,0.9790094153730676,0.9678845620085169,0.0,0.6533333333333333,1,0.0,0.168,29.5,55.92495252048488,0.32567608203973414,0.0,0.19666666666666666,0.0,0.0,0.0,0.5733333333333334,0.8
backhaul,heuristic,adaptive,phi,radioml,0,300,0.9538456693230326,0.9042585146641448,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9538456693230326,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,1,300,0.9510319365225822,0.9030798775787902,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9510319365225822,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,2,300,0.9535054681171996,0.9014900355637266,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9535054681171996,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,3,300,0.9543861378973398,0.9045171843641384,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9543861378973398,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,4,300,0.954018251810255,0.9044622868343632,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.954018251810255,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,5,300,0.9532056577287202,0.9045404868132233,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9532056577287202,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,6,300,0.9533241823554571,0.9026946966059957,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9533241823554571,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,7,300,0.9519306311211839,0.9029355764664247,0.0,0.0,2,0.0,0.0,26.0,44.16666666666665,0.9519306311211839,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,8,300,0.9570979711124655,0.9030639270586575,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9570979711124655,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,heuristic,adaptive,phi,radioml,9,300,0.95697438715328,0.9033194478400352,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.95697438715328,0.0,0.0,0.0,0.0,0.0,0.0,0.8
backhaul,greedy_twin,adaptive,phi,radioml,0,300,0.9486575120042972,0.8959469123010674,0.09,0.5733333333333334,2,0.0,0.0,29.39,53.73778467785247,0.3753241786709638,0.056666666666666664,0.14666666666666667,0.03666666666666667,0.0,0.0,0.4666666666666667,0.8
backhaul,greedy_twin,adaptive,phi,radioml,1,300,0.951062109637361,0.8959385201008379,0.13333333333333333,0.7633333333333333,3,0.0,0.0,29.69333333333333,59.016188198138316,0.18772877630402773,0.08333333333333333,0.17333333333333334,0.04666666666666667,0.0,0.0,0.6866666666666666,0.8
backhaul,greedy_twin,adaptive,phi,radioml,2,300,0.9492585722377537,0.8959725939444826,0.08333333333333333,0.6633333333333333,1,0.0,0.0,29.56,54.50856528347709,0.2859252389044202,0.056666666666666664,0.15666666666666668,0.03666666666666667,0.0,0.0,0.6066666666666667,0.8
backhaul,greedy_twin,adaptive,phi,radioml,3,300,0.9506812104273831,0.8958984728697827,0.09333333333333334,0.64,1,0.0,0.0,29.456666666666667,57.34310441618927,0.3106812104273831,0.06666666666666667,0.24,0.03666666666666667,0.0,0.0,0.49333333333333335,0.8
backhaul,greedy_twin,adaptive,phi,radioml,4,300,0.9501570612248997,0.8958371520548041,0.11333333333333333,0.6666666666666666,1,0.0,0.0,29.623333333333335,58.557865686335596,0.2834903945582328,0.06666666666666667,0.17666666666666667,0.04666666666666667,0.0,0.0,0.5966666666666667,0.8
backhaul,greedy_twin,adaptive,phi,radioml,5,300,0.9512891092312122,0.895931805749059,0.10666666666666667,0.7766666666666666,1,0.0,0.0,29.80666666666667,59.39967773653155,0.1746224425645456,0.05,0.26666666666666666,0.023333333333333334,0.0,0.0,0.7266666666666667,0.8
backhaul,greedy_twin,adaptive,phi,radioml,6,300,0.9498575006555211,0.8959041181055518,0.11,0.5633333333333334,2,0.0,0.0,29.23,57.515357479472705,0.38652416732218775,0.07666666666666666,0.20333333333333334,0.043333333333333335,0.0,0.0,0.39,0.8
backhaul,greedy_twin,adaptive,phi,radioml,7,300,0.9489679704197772,0.8959247542942531,0.11333333333333333,0.7533333333333333,1,0.0,0.0,29.673333333333332,56.11868041791722,0.19563463708644396,0.056666666666666664,0.16333333333333333,0.04,0.0,0.0,0.69,0.8
backhaul,greedy_twin,adaptive,phi,radioml,8,300,0.9467446442881514,0.8958753437835242,0.07333333333333333,0.6333333333333333,1,0.0,0.0,29.57,55.13404252544336,0.3134113109548179,0.043333333333333335,0.10333333333333333,0.016666666666666666,0.0,0.0,0.5666666666666667,0.8
backhaul,greedy_twin,adaptive,phi,radioml,9,300,0.9498624553052184,0.8959431362583454,0.11666666666666667,0.86,2,0.0,0.0,29.776666666666667,56.10255805238568,0.08986245530521854,0.08,0.20666666666666667,0.03333333333333333,0.0,0.0,0.7633333333333333,0.8
backhaul,shield_filter,adaptive,phi,radioml,0,300,0.9480609929139677,0.8959056398913385,0.0,0.36666666666666664,1,0.0,0.0,29.236666666666668,55.11963747180751,0.5813943262473011,0.0,0.12333333333333334,0.0,0.0,0.0,0.2733333333333333,0.8
backhaul,shield_filter,adaptive,phi,radioml,1,300,0.9504859152729173,0.895962315223012,0.0,0.5866666666666667,3,0.0,0.0,29.47,56.36130996714481,0.3638192486062506,0.0,0.12333333333333334,0.0,0.0,0.0,0.5333333333333333,0.8
backhaul,shield_filter,adaptive,phi,radioml,2,300,0.9473283811309036,0.8959303225253227,0.0,0.5466666666666666,1,0.0,0.0,29.436666666666667,55.964774638109446,0.40066171446423693,0.0,0.14,0.0,0.0,0.0,0.49,0.8
backhaul,shield_filter,adaptive,phi,radioml,3,300,0.9513687262883718,0.8959216113652123,0.0,0.5066666666666667,1,0.0,0.0,29.293333333333333,53.78292124000728,0.44470205962170517,0.0,0.19333333333333333,0.0,0.0,0.0,0.39,0.8
backhaul,shield_filter,adaptive,phi,radioml,4,300,0.9508129386630024,0.895958651790804,0.0,0.5233333333333333,1,0.0,0.0,29.37,56.303737553114715,0.42747960532966905,0.0,0.13333333333333333,0.0,0.0,0.0,0.4266666666666667,0.8
backhaul,shield_filter,adaptive,phi,radioml,5,300,0.9530445142923424,0.8959577789518666,0.0,0.55,1,0.0,0.0,29.403333333333332,56.142368482365065,0.4030445142923422,0.0,0.16333333333333333,0.0,0.0,0.0,0.47,0.8
backhaul,shield_filter,adaptive,phi,radioml,6,300,0.9524393797604602,0.8959928139994855,0.0,0.49666666666666665,2,0.0,0.0,29.19333333333333,54.0971394018279,0.4557727130937936,0.0,0.23333333333333334,0.0,0.0,0.0,0.3566666666666667,0.8
backhaul,shield_filter,adaptive,phi,radioml,7,300,0.949874051598479,0.895927264028059,0.0,0.51,1,0.0,0.0,29.32,53.70841562646667,0.43987405159847914,0.0,0.17,0.0,0.0,0.0,0.42333333333333334,0.8
backhaul,shield_filter,adaptive,phi,radioml,8,300,0.9481954527444733,0.8959196414488579,0.0,0.4666666666666667,1,0.0,0.0,29.35333333333333,55.788557621655215,0.4815287860778064,0.0,0.10666666666666667,0.0,0.0,0.0,0.3933333333333333,0.8
backhaul,shield_filter,adaptive,phi,radioml,9,300,0.9497758934516598,0.8959070016558541,0.0,0.71,1,0.0,0.0,29.513333333333332,53.964174353294695,0.23977589345165967,0.0,0.18,0.0,0.0,0.0,0.6166666666666667,0.8
backhaul,shield_repair,adaptive,phi,radioml,0,300,0.948156685883234,0.8958704580857858,0.0,0.5166666666666667,1,0.0,0.21266666666666667,29.376666666666665,55.01542701986569,0.43149001921656727,0.0,0.13666666666666666,0.0,0.0,0.0,0.44333333333333336,0.8
backhaul,shield_repair,adaptive,phi,radioml,1,300,0.9498109573430262,0.895869821109866,0.0,0.58,3,0.0,0.216,29.486666666666668,56.04553665693116,0.36981095734302616,0.0,0.15,0.0,0.0,0.0,0.5233333333333333,0.8
backhaul,shield_repair,adaptive,phi,radioml,2,300,0.9486319635298069,0.8959299432967929,0.0,0.5833333333333334,1,0.0,0.21866666666666668,29.376666666666665,55.274797097705445,0.36529863019647363,0.0,0.18666666666666668,0.0,0.0,0.0,0.47333333333333333,0.8
backhaul,shield_repair,adaptive,phi,radioml,3,300,0.9503673983076755,0.8958956031379284,0.0,0.5666666666666667,3,0.0,0.206,29.38,53.484187841525795,0.3837007316410087,0.0,0.23,0.0,0.0,0.0,0.45,0.8
backhaul,shield_repair,adaptive,phi,radioml,4,300,0.950191179329635,0.8959277362287833,0.0,0.58,2,0.0,0.21266666666666667,29.44333333333333,56.31189818232762,0.37019117932963486,0.0,0.14,0.0,0.0,0.0,0.4866666666666667,0.8
backhaul,shield_repair,adaptive,phi,radioml,5,300,0.9533071966082983,0.895935335501991,0.0,0.61,1,0.0,0.20733333333333334,29.493333333333332,56.33621200785921,0.3433071966082986,0.0,0.16666666666666666,0.0,0.0,0.0,0.5333333333333333,0.8
backhaul,shield_repair,adaptive,phi,radioml,6,300,0.9511312115051656,0.8959658943522057,0.0,0.4766666666666667,2,0.0,0.20666666666666667,29.15,53.5112737133676,0.4744645448384989,0.0,0.24333333333333335,0.0,0.0,0.0,0.31666666666666665,0.8
backhaul,shield_repair,adaptive,phi,radioml,7,300,0.9478177008023624,0.8958716821931544,0.0,0.5166666666666667,1,0.0,0.20333333333333334,29.446666666666665,55.89847586693552,0.43115103413569583,0.0,0.14,0.0,0.0,0.0,0.4633333333333333,0.8
backhaul,shield_repair,adaptive,phi,radioml,8,300,0.9475129127286652,0.8958753437835242,0.0,0.49,1,0.0,0.21266666666666667,29.363333333333333,55.779615406852365,0.45751291272866507,0.0,0.10666666666666667,0.0,0.0,0.0,0.41,0.8
backhaul,shield_repair,adaptive,phi,radioml,9,300,0.9511081471469301,0.895870893730424,0.0,0.6833333333333333,2,0.0,0.216,29.52,55.80956014037291,0.2677748138135969,0.0,0.18,0.0,0.0,0.0,0.57,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,0,300,0.9923610919509129,0.9855823586424853,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9923610919509129,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,1,300,0.9924677737357636,0.9863495019226609,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9924677737357636,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,2,300,0.9923028734912643,0.9837227231092879,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9923028734912643,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,3,300,0.9912505714301051,0.9840410199033035,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9912505714301051,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,4,300,0.9922129657099936,0.9854133732250284,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9922129657099936,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,5,300,0.9913582971017252,0.9845856502243182,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9913582971017252,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,6,300,0.9923320914192012,0.9855736066467515,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9923320914192012,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,7,300,0.9922128790309707,0.9846601839410308,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9922128790309707,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,8,300,0.9916347983127803,0.9860718826144917,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9916347983127803,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,heuristic,adaptive,phi,radioml,9,300,0.9911737388388844,0.9860742726117377,0.0,0.0,1,0.0,0.0,26.0,44.16666666666665,0.9911737388388844,0.0,0.0,0.0,0.0,0.0,0.0,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,0,300,0.9809026170055213,0.9717458243862463,0.06666666666666667,0.8466666666666667,1,0.0,0.0,29.753333333333334,56.0304762789691,0.13423595033885458,0.043333333333333335,0.18666666666666668,0.44,0.0,0.0,0.7466666666666667,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,1,300,0.9814915580509311,0.9724793331986343,0.06,0.8633333333333333,1,0.0,0.0,29.713333333333335,55.83758916371117,0.11815822471759774,0.03,0.15,0.3933333333333333,0.0,0.0,0.74,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,2,300,0.9819361773457649,0.9731840626782035,0.07,0.9,1,0.0,0.0,29.8,56.60399800354648,0.08193617734576494,0.05,0.22666666666666666,0.44666666666666666,0.0,0.0,0.8133333333333334,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,3,300,0.9818218945427013,0.9727962759061737,0.06333333333333334,0.85,1,0.0,0.0,29.68,55.819230745464566,0.13182189454270113,0.03666666666666667,0.18,0.4166666666666667,0.0,0.0,0.73,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,4,300,0.98179340437862,0.9724942716308653,0.07666666666666666,0.88,1,0.0,0.0,29.73,58.432014763653164,0.10179340437861996,0.056666666666666664,0.22333333333333333,0.38666666666666666,0.0,0.0,0.7433333333333333,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,5,300,0.9818888625800124,0.9731689214906241,0.06333333333333334,0.87,1,0.0,0.0,29.746666666666666,57.04783468526067,0.11188886258001242,0.043333333333333335,0.21,0.4266666666666667,0.0,0.0,0.7433333333333333,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,6,300,0.9823309197894083,0.9729681279932928,0.08,0.7766666666666666,1,0.0,0.0,29.533333333333335,56.355174358065526,0.20566425312274175,0.06666666666666667,0.26666666666666666,0.4,0.0,0.0,0.6366666666666667,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,7,300,0.9820331664049065,0.9730626556141884,0.05,0.8266666666666667,1,0.0,0.0,29.65,55.13162480292553,0.15536649973823974,0.04,0.19333333333333333,0.4266666666666667,0.0,0.0,0.7,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,8,300,0.9817388588560512,0.973090238290597,0.03333333333333333,0.91,1,0.0,0.0,29.79,52.43139821757364,0.0717388588560511,0.02666666666666667,0.23333333333333334,0.43333333333333335,0.0,0.0,0.8466666666666667,0.8
compromised_xapp,greedy_twin,adaptive,phi,radioml,9,300,0.9815793489537725,0.9733507560360706,0.07,0.84,1,0.0,0.0,29.626666666666665,54.239042348121146,0.14157934895377247,0.05,0.15,0.4266666666666667,0.0,0.0,0.6633333333333333,0.8
