perception_aware,eps,delta,perception_gap,xi_delta,xi_sup,xi_mean,xi_pool_delta,cov_eps,cov_exact,measured_regret,bound_twin,bound_eps,bound_cov,bound_delta,bound_total,bound_sup,slack,tightness,n_cycles
False,0.05,0.05,5.443516832167964e-07,0.37067630792179684,0.9999895589210213,0.0792774227811446,0.9615572491932071,0.9310555555555555,0.003277777777777778,0.05886715047377508,0.7413526158435937,0.05,0.06894444444444447,0.05,0.9102970602880383,2.9967013400642646,0.8514299098142631,0.0646680661092635,18000
True,0.05,0.05,5.443516832167964e-07,0.1490360812460041,0.9999761515172354,0.04823564250693958,0.4953805671990967,0.9306666666666666,0.003277777777777778,0.03380668543031449,0.2980721624920082,0.05,0.06933333333333336,0.05,0.4674054958253415,2.996674525256693,0.433598810395027,0.0723283866626747,18000
