condition,scenario,controller,seed,cycles,mean_pdr,p95_latency_proxy,safety_violations,violation_rate,recovery_cycles,rollbacks,admitted_actions,total_proposals,mean_reward
perfect,narrowband,rl,0,300,0.9556838577137751,1.857045803092573,68,0.22666666666666666,1,0,300,1500,0.25028385771377526
perfect,narrowband,rl,1,300,0.9549238580342487,1.4038908533316163,72,0.24,1,0,300,1500,0.24045719136758203
perfect,narrowband,rl,2,300,0.9609508017678606,1.5634932293490351,72,0.24,1,0,300,1500,0.24908413510119393
perfect,narrowband,rl,3,300,0.9517758327756504,1.8815313021706577,80,0.26666666666666666,1,0,300,1500,0.2168424994423169
perfect,narrowband,rl,4,300,0.9616461241846567,1.4434378255587985,75,0.25,1,0,300,1500,0.23951279085132332
perfect,narrowband,rl,5,300,0.943489688653342,2.901105912220556,70,0.23333333333333334,1,0,300,1500,0.2352230219866752
perfect,narrowband,rl,6,300,0.9651476689137177,1.0812180556137827,65,0.21666666666666667,1,0,300,1500,0.2709476689137178
perfect,narrowband,rl,7,300,0.950668941389237,1.9887173848599677,80,0.26666666666666666,1,0,300,1500,0.21326894138923694
perfect,narrowband,rl,8,300,0.9695590398180053,1.0482801140103108,78,0.26,1,0,300,1500,0.22535903981800534
perfect,narrowband,rl,9,300,0.9577306606355824,1.0342093195133504,73,0.24333333333333335,1,0,300,1500,0.23426399396891584
perfect,narrowband,llm_only,0,300,0.94703114570788,2.776955459805877,71,0.23666666666666666,1,0,300,1500,0.2389644790412134
perfect,narrowband,llm_only,1,300,0.9450082836729409,2.7888103754888633,82,0.2733333333333333,1,0,300,1500,0.19100828367294082
perfect,narrowband,llm_only,2,300,0.9627904280517472,1.1144120970819629,61,0.20333333333333334,1,0,300,1500,0.2830570947184138
perfect,narrowband,llm_only,3,300,0.9382390387500845,5.271722088675441,72,0.24,1,0,300,1500,0.2269723720834178
perfect,narrowband,llm_only,4,300,0.959879572041676,1.8132105743831939,73,0.24333333333333335,1,0,300,1500,0.23961290537500937
perfect,narrowband,llm_only,5,300,0.932623631101804,3.169818334773917,85,0.2833333333333333,1,0,300,1500,0.1722236311018041
perfect,narrowband,llm_only,6,300,0.9460714948946709,2.298639566718663,78,0.26,1,0,300,1500,0.2121381615613376
perfect,narrowband,llm_only,7,300,0.9516865333886606,1.9560671669683187,85,0.2833333333333333,1,0,300,1500,0.18715320005532723
perfect,narrowband,llm_only,8,300,0.9752214534342329,1.0325596062387914,76,0.25333333333333335,1,0,300,1500,0.24722145343423294
perfect,narrowband,llm_only,9,300,0.945666231027851,2.2854992400574754,80,0.26666666666666666,1,0,300,1500,0.19946623102785088
perfect,narrowband,shield_ric,0,300,0.952396518709731,1.954593658883754,0,0.0,1,2,298,1500,0.4927965187097309
perfect,narrowband,shield_ric,1,300,0.9495894469495033,1.6274421270015604,0,0.0,1,4,296,1500,0.48898944694950347
perfect,narrowband,shield_ric,2,300,0.9467822643690952,2.146950196753326,0,0.0,1,2,298,1500,0.4869822643690952
perfect,narrowband,shield_ric,3,300,0.9466941909184076,2.7445749609055436,0,0.0,1,3,297,1500,0.48709419091840744
perfect,narrowband,shield_ric,4,300,0.9625189135862116,1.0362539376897775,0,0.0,1,0,300,1500,0.5027189135862116
perfect,narrowband,shield_ric,5,300,0.9456401290031932,1.9759434486616543,0,0.0,1,0,300,1500,0.48604012900319304
perfect,narrowband,shield_ric,6,300,0.9409047294742295,3.133755008039529,0,0.0,1,0,300,1500,0.4809047294742296
perfect,narrowband,shield_ric,7,300,0.9258439257985871,4.164400057071067,0,0.0,2,0,300,1500,0.46684392579858713
perfect,narrowband,shield_ric,8,300,0.9409989249147273,2.7180481368031213,0,0.0,1,1,299,1500,0.4815989249147272
perfect,narrowband,shield_ric,9,300,0.9520148342487509,1.988176991263652,0,0.0,1,0,300,1500,0.4934148342487508
perfect,wideband,static,0,300,0.5370559985561931,26.37998452126396,0,0.0,160,0,0,0,0.077055998556193
perfect,wideband,static,1,300,0.5348437545997183,25.454120919623453,0,0.0,160,0,0,0,0.07484375459971833
perfect,wideband,static,2,300,0.5303302763982457,31.38495805506448,0,0.0,160,0,0,0,0.07033027639824575
perfect,wideband,static,3,300,0.5365372521815789,24.226169265038006,0,0.0,160,0,0,0,0.07653725218157889
perfect,wideband,static,4,300,0.533076809556743,23.29545290505881,0,0.0,160,0,0,0,0.07307680955674294
perfect,wideband,static,5,300,0.5357780866970377,26.742562357467794,0,0.0,160,0,0,0,0.07577808669703762
perfect,wideband,static,6,300,0.5323933378307937,26.281040260976187,0,0.0,160,0,0,0,0.07239333783079366
perfect,wideband,static,7,300,0.5286156126531042,30.85179495268093,0,0.0,160,0,0,0,0.06861561265310406
perfect,wideband,static,8,300,0.5366463162190834,26.162043865838832,0,0.0,160,0,0,0,0.07664631621908333
perfect,wideband,static,9,300,0.5375857955201728,27.690421353612397,0,0.0,160,0,0,0,0.07758579552017288
perfect,wideband,heuristic,0,300,0.9998127648703939,0.9997181217756768,0,0.0,1,0,0,0,0.5398127648703939
perfect,wideband,heuristic,1,300,0.9998159231214485,0.9996919946539977,0,0.0,1,0,0,0,0.5398159231214484
perfect,wideband,heuristic,2,300,0.9997936935868146,0.9998642631470439,0,0.0,1,0,0,0,0.5397936935868146
perfect,wideband,heuristic,3,300,0.9998267831360128,0.9996558315801222,0,0.0,1,0,0,0,0.5398267831360127
perfect,wideband,heuristic,4,300,0.9998384114611326,0.9996289941556726,0,0.0,1,0,0,0,0.5398384114611324
perfect,wideband,heuristic,5,300,0.9998124158710046,0.9997286358164363,0,0.0,1,0,0,0,0.5398124158710047
perfect,wideband,heuristic,6,300,0.9998214372919979,0.9997153926538338,0,0.0,1,0,0,0,0.5398214372919982
perfect,wideband,heuristic,7,300,0.9997921796217344,0.999848363377045,0,0.0,1,0,0,0,0.5397921796217343
perfect,wideband,heuristic,8,300,0.9998234072650064,0.9997118210728673,0,0.0,1,0,0,0,0.5398234072650063
perfect,wideband,heuristic,9,300,0.9998297474534822,0.9997561622153878,0,0.0,1,0,0,0,0.5398297474534822
perfect,wideband,rl,0,300,0.9252520501313939,4.488442908397376,63,0.21,1,0,300,1500,0.2410520501313937
perfect,wideband,rl,1,300,0.9232120264254188,3.344879389218756,76,0.25333333333333335,1,0,300,1500,0.1866120264254188
perfect,wideband,rl,2,300,0.9496497507907827,1.5006587429763374,59,0.19666666666666666,1,0,300,1500,0.28231641745744945
perfect,wideband,rl,3,300,0.936212787317585,3.101049614494988,85,0.2833333333333333,1,0,300,1500,0.1736127873175849
perfect,wideband,rl,4,300,0.9357997325043056,2.2931550102451617,70,0.23333333333333334,1,0,300,1500,0.2269997325043055
perfect,wideband,rl,5,300,0.9262059766175158,3.0380129018877646,81,0.27,1,0,300,1500,0.17567264328418244
perfect,wideband,rl,6,300,0.9353833163970046,2.7152407395829137,70,0.23333333333333334,1,0,300,1500,0.22851664973033786
perfect,wideband,rl,7,300,0.9462374806351996,1.956866978088228,67,0.22333333333333333,1,0,300,1500,0.2484374806351997
perfect,wideband,rl,8,300,0.9389558589887514,2.494478325745499,75,0.25,1,0,300,1500,0.21242252565541805
perfect,wideband,rl,9,300,0.9228121702972286,3.0947189396831423,69,0.23,1,0,300,1500,0.21667883696389528
perfect,wideband,llm_only,0,300,0.9340971277171466,2.7699558200454235,78,0.26,3,0,300,1500,0.19936379438381338
perfect,wideband,llm_only,1,300,0.923906745657918,3.3500594339698186,83,0.27666666666666667,1,0,300,1500,0.17124007899125127
perfect,wideband,llm_only,2,300,0.9442136753185415,2.0064810814702185,52,0.17333333333333334,1,0,300,1500,0.299280341985208
perfect,wideband,llm_only,3,300,0.9473865368293777,1.5216020755914468,66,0.22,1,0,300,1500,0.2498532034960444
perfect,wideband,llm_only,4,300,0.9299641553039777,3.7493727079825065,71,0.23666666666666666,1,0,300,1500,0.2223641553039776
perfect,wideband,llm_only,5,300,0.9264301856675762,3.2475438961005327,75,0.25,1,0,300,1500,0.20276351900090941
perfect,wideband,llm_only,6,300,0.938350167429852,2.8344005185983803,66,0.22,1,0,300,1500,0.24475016742985184
perfect,wideband,llm_only,7,300,0.9312010613735274,2.6332731393511897,79,0.2633333333333333,1,0,300,1500,0.19053439470686073
perfect,wideband,llm_only,8,300,0.9344505042758658,3.3809596799640915,60,0.2,1,0,300,1500,0.2597171709425327
perfect,wideband,llm_only,9,300,0.9394812569802237,2.5713804933726485,77,0.25666666666666665,1,0,300,1500,0.20674792364689035
perfect,wideband,shield_ric,0,300,0.9328770229671327,3.939950427036386,0,0.0,1,2,298,1500,0.47327702296713275
perfect,wideband,shield_ric,1,300,0.9273755449697495,4.0500378896622955,0,0.0,1,4,296,1500,0.46857554496974957
perfect,wideband,shield_ric,2,300,0.9453338030945666,1.4660948019014115,0,0.0,1,1,299,1500,0.4865338030945666
perfect,wideband,shield_ric,3,300,0.9153248770954284,8.92462394594158,0,0.0,1,4,296,1500,0.4563248770954283
perfect,wideband,shield_ric,4,300,0.9304586382398063,6.145598792641877,0,0.0,1,0,300,1500,0.4692586382398063
perfect,wideband,shield_ric,5,300,0.9406057751612119,2.149233588642384,0,0.0,1,0,300,1500,0.48080577516121215
perfect,wideband,shield_ric,6,300,0.943247088805839,2.3667525599784844,0,0.0,1,0,300,1500,0.48224708880583883
perfect,wideband,shield_ric,7,300,0.9156400507073617,5.831857408804331,0,0.0,1,1,299,1500,0.4562400507073617
perfect,wideband,shield_ric,8,300,0.9390844766503111,2.7007449526313954,0,0.0,1,1,299,1500,0.4804844766503112
perfect,wideband,shield_ric,9,300,0.9189239456028914,5.301870667737431,0,0.0,1,1,299,1500,0.4591239456028914
perfect,bursty,static,0,300,0.9986742797008071,1.00856150084856,0,0.0,1,0,0,0,0.538674279700807
perfect,bursty,static,1,300,0.998799328146859,1.005773006705311,0,0.0,1,0,0,0,0.5387993281468589
perfect,bursty,static,2,300,0.9982736149642142,1.0081534466927438,0,0.0,1,0,0,0,0.5382736149642142
perfect,bursty,static,3,300,0.9982973817038651,1.0075955601583024,0,0.0,1,0,0,0,0.5382973817038649
perfect,bursty,static,4,300,0.9987313547474033,1.0060150679136661,0,0.0,1,0,0,0,0.5387313547474033
perfect,bursty,static,5,300,0.9984945795689096,1.0068947786718532,0,0.0,1,0,0,0,0.5384945795689097
perfect,bursty,static,6,300,0.9986349120620752,1.006976285051037,0,0.0,1,0,0,0,0.5386349120620755
perfect,bursty,static,7,300,0.9987091715278374,1.0079983485959552,0,0.0,1,0,0,0,0.5387091715278374
perfect,bursty,static,8,300,0.9985204986883004,1.006849709113053,0,0.0,1,0,0,0,0.5385204986883004
perfect,bursty,static,9,300,0.9986875931677798,1.0077120488822842,0,0.0,1,0,0,0,0.5386875931677799
perfect,bursty,heuristic,0,300,0.9999778241283379,0.9991443656170121,0,0.0,1,0,0,0,0.5399778241283378
perfect,bursty,heuristic,1,300,0.9999797496725472,0.9991025500093681,0,0.0,1,0,0,0,0.5399797496725472
perfect,bursty,heuristic,2,300,0.9999714360457381,0.99913824650345,0,0.0,1,0,0,0,0.539971436045738
perfect,bursty,heuristic,3,300,0.9999712475457355,0.999129880672595,0,0.0,1,0,0,0,0.5399712475457353
perfect,bursty,heuristic,4,300,0.9999788730112614,0.9991061797391322,0,0.0,1,0,0,0,0.5399788730112612
perfect,bursty,heuristic,5,300,0.9999750789738313,0.9991193721030042,0,0.0,1,0,0,0,0.5399750789738312
perfect,bursty,heuristic,6,300,0.9999773350601341,0.9991205941087624,0,0.0,1,0,0,0,0.5399773350601341
perfect,bursty,heuristic,7,300,0.9999782188520605,0.9991359209875228,0,0.0,1,0,0,0,0.5399782188520605
perfect,bursty,heuristic,8,300,0.9999753108866017,0.9991186958888529,0,0.0,1,0,0,0,0.5399753108866019
perfect,bursty,heuristic,9,300,0.9999782702552034,0.9991316274487626,0,0.0,1,0,0,0,0.5399782702552033
perfect,bursty,rl,0,300,0.9542244555651519,2.5543795904576085,75,0.25,1,0,300,1500,0.22949112223181856
perfect,bursty,rl,1,300,0.9554226521531086,2.001466226872915,61,0.20333333333333334,1,0,300,1500,0.27462265215310866
perfect,bursty,rl,2,300,0.9639473372338739,1.0401522737396658,64,0.21333333333333335,1,0,300,1500,0.2826140039005405
perfect,bursty,rl,3,300,0.967036568035348,1.0426026850614818,74,0.24666666666666667,1,0,300,1500,0.24903656803534802
perfect,bursty,rl,4,300,0.9422294966579051,2.7204665473315806,78,0.26,1,0,300,1500,0.20209616332457175
perfect,bursty,rl,5,300,0.9515054812422666,1.882297501537036,71,0.23666666666666666,1,0,300,1500,0.23837214790893346
perfect,bursty,rl,6,300,0.9668836499637508,1.043569958749621,67,0.22333333333333333,1,0,300,1500,0.27268364996375066
perfect,bursty,rl,7,300,0.9440886497143094,2.556476954674231,71,0.23666666666666666,1,0,300,1500,0.23855531638097607
perfect,bursty,rl,8,300,0.9573853121787412,1.4659355222169368,74,0.24666666666666667,1,0,300,1500,0.2368519788454078
perfect,bursty,rl,9,300,0.9561455275199775,1.7178908209704726,80,0.26666666666666666,1,0,300,1500,0.2121455275199776
perfect,bursty,llm_only,0,300,0.9686495747292334,1.0337732933112898,80,0.26666666666666666,1,0,300,1500,0.22451624139589985
perfect,bursty,llm_only,1,300,0.9604958239092803,1.3366097691895016,84,0.28,1,0,300,1500,0.2054291572426135
perfect,bursty,llm_only,2,300,0.9676210391736254,1.0301615854459052,64,0.21333333333333335,1,0,300,1500,0.2856877058402922
perfect,bursty,llm_only,3,300,0.9745192326968098,1.0345638664481496,59,0.19666666666666666,1,0,300,1500,0.30291923269680987
perfect,bursty,llm_only,4,300,0.9745489881844789,1.0286437392699948,88,0.29333333333333333,1,0,300,1500,0.2026156548511456
perfect,bursty,llm_only,5,300,0.9559228976320068,1.8140428699430204,70,0.23333333333333334,1,0,300,1500,0.25238956429867343
perfect,bursty,llm_only,6,300,0.9617145581423152,1.6421850447694062,74,0.24666666666666667,1,0,300,1500,0.23384789147564836
perfect,bursty,llm_only,7,300,0.9664774399415793,1.036279428724315,73,0.24333333333333335,1,0,300,1500,0.25181077327491247
perfect,bursty,llm_only,8,300,0.9663888253581114,1.0354522966768078,73,0.24333333333333335,1,0,300,1500,0.25212215869144483
perfect,bursty,llm_only,9,300,0.9647860129119549,1.0338169153746213,88,0.29333333333333333,1,0,300,1500,0.193786012911955
perfect,bursty,shield_ric,0,300,0.9652308499866286,1.0359773395246603,0,0.0,1,1,299,1500,0.5044308499866285
perfect,bursty,shield_ric,1,300,0.9702794038266461,1.0233345336069313,0,0.0,1,1,299,1500,0.5106794038266461
perfect,bursty,shield_ric,2,300,0.95028582651076,2.168850608895434,0,0.0,1,0,300,1500,0.49148582651076006
perfect,bursty,shield_ric,3,300,0.9507950428414392,2.3760709633876163,0,0.0,1,2,298,1500,0.4889950428414391
perfect,bursty,shield_ric,4,300,0.965055436490372,1.029699680257132,0,0.0,1,1,299,1500,0.505255436490372
perfect,bursty,shield_ric,5,300,0.9641145382721116,1.0324522807724106,0,0.0,1,0,300,1500,0.5053145382721115
perfect,bursty,shield_ric,6,300,0.9559637022972257,1.5002284151805279,0,0.0,1,1,299,1500,0.49596370229722586
perfect,bursty,shield_ric,7,300,0.9407690951620871,2.7953992687428246,0,0.0,1,0,300,1500,0.48116909516208695
perfect,bursty,shield_ric,8,300,0.9583737654562392,1.0682732223270939,0,0.0,1,0,300,1500,0.49837376545623896
perfect,bursty,shield_ric,9,300,0.9355788589093641,3.538815846950002,0,0.0,1,1,299,1500,0.47757885890936413
perfect,backhaul,static,0,300,0.8418311928803468,2.849013168648671,0,0.0,1,0,0,0,0.38183119288034684
perfect,backhaul,static,1,300,0.8179980946779619,2.8490138941637073,0,0.0,3,0,0,0,0.35799809467796195
perfect,backhaul,static,2,300,0.7941645681356235,2.84901507224171,0,0.0,2,0,0,0,0.3341645681356235
perfect,backhaul,static,3,300,0.8158313862019778,2.8490124772921943,0,0.0,1,0,0,0,0.3558313862019778
perfect,backhaul,static,4,300,0.802831189056425,2.8490139959934804,0,0.0,1,0,0,0,0.3428311890564251
perfect,backhaul,static,5,300,0.8071647539580251,2.849013260427323,0,0.0,2,0,0,0,0.34716475395802504
perfect,backhaul,static,6,300,0.8093314091129357,2.8490138812583004,0,0.0,2,0,0,0,0.34933140911293575
perfect,backhaul,static,7,300,0.813664565167534,2.849012486906284,0,0.0,3,0,0,0,0.3536645651675339
perfect,backhaul,static,8,300,0.8071645586041772,2.849013400164787,0,0.0,1,0,0,0,0.3471645586041772
perfect,backhaul,static,9,300,0.8288316331038527,2.8490124029712396,0,0.0,1,0,0,0,0.3688316331038528
perfect,backhaul,heuristic,0,300,0.9805308767174491,1.085780269924762,0,0.0,1,0,0,0,0.5205308767174492
perfect,backhaul,heuristic,1,300,0.9775976885973364,1.0857805469129056,0,0.0,1,0,0,0,0.5175976885973363
perfect,backhaul,heuristic,2,300,0.9746641209146636,1.08578099668117,0,0.0,1,0,0,0,0.5146641209146634
perfect,backhaul,heuristic,3,300,0.9773309815096972,1.0857800059777218,0,0.0,1,0,0,0,0.5173309815096971
perfect,backhaul,heuristic,4,300,0.97573074085749,1.0857805857896183,0,0.0,1,0,0,0,0.51573074085749
perfect,backhaul,heuristic,5,300,0.9762643034638514,1.0857803049641443,0,0.0,1,0,0,0,0.5162643034638514
perfect,backhaul,heuristic,6,300,0.9765309594544553,1.085780541985861,0,0.0,1,0,0,0,0.5165309594544554
perfect,backhaul,heuristic,7,300,0.9770642052078073,1.0857800096482026,0,0.0,1,0,0,0,0.5170642052078074
perfect,backhaul,heuristic,8,300,0.9762641098404451,1.085780358313308,0,0.0,1,0,0,0,0.5162641098404448
perfect,backhaul,heuristic,9,300,0.9789313033559104,1.085779977603364,0,0.0,1,0,0,0,0.5189313033559106
perfect,backhaul,rl,0,300,0.7851360283877818,2.884366679923072,82,0.2733333333333333,2,0,300,1500,0.034269361721115145
perfect,backhaul,rl,1,300,0.8195280284780295,2.8905617859177513,88,0.29333333333333333,3,0,300,1500,0.049461361811362806
perfect,backhaul,rl,2,300,0.8079127739753786,3.1525860645022714,97,0.3233333333333333,1,0,300,1500,0.009112773975378635
perfect,backhaul,rl,3,300,0.8364224718863426,2.868783250051959,96,0.32,1,0,300,1500,0.03828913855300937
perfect,backhaul,rl,4,300,0.803631609820088,2.9019346785997233,88,0.29333333333333333,5,0,300,1500,0.03229827648675454
perfect,backhaul,rl,5,300,0.7946095122286911,2.889841088338278,93,0.31,1,0,300,1500,0.012276178895357797
perfect,backhaul,rl,6,300,0.8041323827428081,2.8769971630237663,86,0.2866666666666667,1,0,300,1500,0.03926571607614133
perfect,backhaul,rl,7,300,0.8299471579480912,2.8744722843251576,84,0.28,3,0,300,1500,0.07694715794809105
perfect,backhaul,rl,8,300,0.8119499677425412,2.886288314952058,87,0.29,2,0,300,1500,0.049083301075874566
perfect,backhaul,rl,9,300,0.805284945693025,2.888225301353853,81,0.27,5,0,300,1500,0.06341827902635826
perfect,backhaul,llm_only,0,300,0.7923340161919683,2.8816169032733017,82,0.2733333333333333,2,0,300,1500,0.04400068285863493
perfect,backhaul,llm_only,1,300,0.797138201776034,2.895986038430393,84,0.28,3,0,300,1500,0.04387153510936733
perfect,backhaul,llm_only,2,300,0.8343470826176467,2.890178854515651,93,0.31,1,0,300,1500,0.05421374928431328
perfect,backhaul,llm_only,3,300,0.8206957487279577,2.8870300013477266,90,0.3,1,0,300,1500,0.04436241539462434
perfect,backhaul,llm_only,4,300,0.8097719818854945,2.8741503497705225,84,0.28,4,0,300,1500,0.057505315218827714
perfect,backhaul,llm_only,5,300,0.7952748990817889,2.903774074708499,88,0.29333333333333333,1,0,300,1500,0.025074899081788934
perfect,backhaul,llm_only,6,300,0.815174028839459,2.8835948628832093,92,0.30666666666666664,1,0,300,1500,0.034907362172792354
perfect,backhaul,llm_only,7,300,0.8190717885559642,2.875064492838097,96,0.32,3,0,300,1500,0.02007178855596427
perfect,backhaul,llm_only,8,300,0.8258463252065821,2.873574425744144,90,0.3,1,0,300,1500,0.05277965853991547
perfect,backhaul,llm_only,9,300,0.8230007981213029,2.883920222996697,90,0.3,5,0,300,1500,0.047000798121302874
perfect,backhaul,shield_ric,0,300,0.7669609811029159,2.9030713065356344,0,0.0,2,4,296,1500,0.30656098110291585
perfect,backhaul,shield_ric,1,300,0.7840326410651938,2.9079130795526242,0,0.0,3,0,300,1500,0.32243264106519365
perfect,backhaul,shield_ric,2,300,0.7865352501925212,3.0298443485731243,0,0.0,3,2,298,1500,0.3271352501925211
perfect,backhaul,shield_ric,3,300,0.7891603192934725,2.9025343481252586,0,0.0,1,4,296,1500,0.32876031929347255
perfect,backhaul,shield_ric,4,300,0.7977495878837351,2.8998540001648014,0,0.0,5,4,296,1500,0.3375495878837352
perfect,backhaul,shield_ric,5,300,0.7746339111394751,2.901401250877986,0,0.0,1,0,300,1500,0.3146339111394751
perfect,backhaul,shield_ric,6,300,0.781822730738399,2.977483073900185,0,0.0,1,2,298,1500,0.321222730738399
perfect,backhaul,shield_ric,7,300,0.7870164695429419,3.5027468291895545,0,0.0,3,0,300,1500,0.3274164695429418
perfect,backhaul,shield_ric,8,300,0.7706473197252267,5.978450530996939,0,0.0,2,2,298,1500,0.3100473197252266
perfect,backhaul,shield_ric,9,300,0.7947821809611135,2.9860219221547455,0,0.0,5,1,299,1500,0.3343821809611135
perfect,compromised_xapp,static,0,300,0.9983507536507031,1.0051180401338513,0,0.0,1,0,0,0,0.538350753650703
perfect,compromised_xapp,static,1,300,0.9983437752910377,1.005923130323698,0,0.0,1,0,0,0,0.5383437752910378
perfect,compromised_xapp,static,2,300,0.9982528951059741,1.0055739149914245,0,0.0,1,0,0,0,0.5382528951059741
perfect,compromised_xapp,static,3,300,0.9984290931751063,1.0042393721757374,0,0.0,1,0,0,0,0.5384290931751065
perfect,compromised_xapp,static,4,300,0.9985464214465475,1.0038867156339824,0,0.0,1,0,0,0,0.5385464214465475
perfect,compromised_xapp,static,5,300,0.9983161780179796,1.00459662415779,0,0.0,1,0,0,0,0.5383161780179794
perfect,compromised_xapp,static,6,300,0.9984099105363032,1.0049549239885673,0,0.0,1,0,0,0,0.5384099105363032
perfect,compromised_xapp,static,7,300,0.9981537438129764,1.0055190883677885,0,0.0,1,0,0,0,0.5381537438129763
perfect,compromised_xapp,static,8,300,0.9984126660359889,1.004540685456264,0,0.0,1,0,0,0,0.5384126660359888
perfect,compromised_xapp,static,9,300,0.9984465130611848,1.0052399711224844,0,0.0,1,0,0,0,0.5384465130611849
perfect,compromised_xapp,heuristic,0,300,0.9999991829513429,0.9990049937290528,0,0.0,1,0,0,0,0.5399991829513427
perfect,compromised_xapp,heuristic,1,300,0.9999990023914116,0.9990056389357357,0,0.0,1,0,0,0,0.5399990023914117
perfect,compromised_xapp,heuristic,2,300,0.9999989475359556,0.9990066130056123,0,0.0,1,0,0,0,0.5399989475359558
perfect,compromised_xapp,heuristic,3,300,0.999999053939422,0.9990051371350648,0,0.0,1,0,0,0,0.5399990539394223
perfect,compromised_xapp,heuristic,4,300,0.999999033172823,0.9990059484525426,0,0.0,1,0,0,0,0.539999033172823
perfect,compromised_xapp,heuristic,5,300,0.9999991958725555,0.9990050529038662,0,0.0,1,0,0,0,0.5399991958725553
perfect,compromised_xapp,heuristic,6,300,0.999999201133913,0.9990051251163076,0,0.0,1,0,0,0,0.539999201133913
perfect,compromised_xapp,heuristic,7,300,0.9999989837535505,0.9990055314634472,0,0.0,1,0,0,0,0.5399989837535503
perfect,compromised_xapp,heuristic,8,300,0.999998946487975,0.9990057366986949,0,0.0,1,0,0,0,0.539998946487975
perfect,compromised_xapp,heuristic,9,300,0.9999990708896095,0.9990053079145502,0,0.0,1,0,0,0,0.5399990708896094
perfect,compromised_xapp,rl,0,300,0.9642025630103183,1.4983534015147275,121,0.4033333333333333,1,0,300,1500,0.06720256301031814
perfect,compromised_xapp,rl,1,300,0.9697238288514768,1.0575043469949243,109,0.36333333333333334,1,0,300,1500,0.12265716218481015
perfect,compromised_xapp,rl,2,300,0.9662455678320729,1.0233728056526383,123,0.41,1,0,300,1500,0.06371223449873968
perfect,compromised_xapp,rl,3,300,0.9518438607936414,1.6296046229804346,117,0.39,1,0,300,1500,0.07811052746030797
perfect,compromised_xapp,rl,4,300,0.9500476958781202,2.0015277657207933,112,0.37333333333333335,1,0,300,1500,0.09091436254478681
perfect,compromised_xapp,rl,5,300,0.9532131200142732,1.7818570476826867,123,0.41,1,0,300,1500,0.04854645334760652
perfect,compromised_xapp,rl,6,300,0.9467786479230381,2.1568770026202166,138,0.46,1,0,300,1500,-0.0067546854102953505
perfect,compromised_xapp,rl,7,300,0.9533782081966596,2.123639664599923,125,0.4166666666666667,1,0,300,1500,0.04404487486332607
perfect,compromised_xapp,rl,8,300,0.953798351557454,1.7855372382996109,121,0.4033333333333333,1,0,300,1500,0.0644650182241206
perfect,compromised_xapp,rl,9,300,0.9592768593744122,1.1794764158927344,135,0.45,1,0,300,1500,0.011210192707745455
perfect,compromised_xapp,llm_only,0,300,0.9505155747946189,2.291192400625912,130,0.43333333333333335,1,0,300,1500,0.03124890812795233
perfect,compromised_xapp,llm_only,1,300,0.9650246093938127,1.1142896153404198,119,0.39666666666666667,1,0,300,1500,0.08335794272714604
perfect,compromised_xapp,llm_only,2,300,0.9631126334379094,1.3065414131122999,109,0.36333333333333334,1,0,300,1500,0.11077930010457614
perfect,compromised_xapp,llm_only,3,300,0.9595853747716439,1.1919670440292376,117,0.39,1,0,300,1500,0.08218537477164385
perfect,compromised_xapp,llm_only,4,300,0.9549426405995363,1.427149182105891,116,0.38666666666666666,1,0,300,1500,0.0840093072662029
perfect,compromised_xapp,llm_only,5,300,0.9524358616229058,2.006014696153895,124,0.41333333333333333,1,0,300,1500,0.05083586162290574
perfect,compromised_xapp,llm_only,6,300,0.9680040692877363,1.1168596335854437,127,0.42333333333333334,1,0,300,1500,0.04927073595440298
perfect,compromised_xapp,llm_only,7,300,0.9674462071452516,1.0487929027468437,122,0.4066666666666667,1,0,300,1500,0.06464620714525147
perfect,compromised_xapp,llm_only,8,300,0.9674731288860774,1.0626533808571241,128,0.4266666666666667,2,0,300,1500,0.051673128886077356
perfect,compromised_xapp,llm_only,9,300,0.943279756971727,2.596937178059064,128,0.4266666666666667,1,0,300,1500,0.02861309030506015
perfect,compromised_xapp,shield_ric,0,300,0.938266560942984,3.9461044112580344,0,0.0,1,13,287,1500,0.4756665609429839
perfect,compromised_xapp,shield_ric,1,300,0.9655491080808334,1.1456806446303802,0,0.0,1,9,291,1500,0.5073491080808334
perfect,compromised_xapp,shield_ric,2,300,0.9469786940306015,2.1587168742572045,0,0.0,1,7,293,1500,0.4871786940306015
perfect,compromised_xapp,shield_ric,3,300,0.9403546740606669,2.2510352513423237,0,0.0,1,17,283,1500,0.4805546740606669
perfect,compromised_xapp,shield_ric,4,300,0.9262821179526461,11.864936971695931,0,0.0,1,7,293,1500,0.46668211795264597
perfect,compromised_xapp,shield_ric,5,300,0.9331723956159306,6.318966401683978,0,0.0,1,12,288,1500,0.47077239561593065
perfect,compromised_xapp,shield_ric,6,300,0.9284084440753353,4.703050952088199,0,0.0,2,19,281,1500,0.46860844407533553
perfect,compromised_xapp,shield_ric,7,300,0.9291666997859814,3.197491174869151,0,0.0,1,12,288,1500,0.4705666997859812
perfect,compromised_xapp,shield_ric,8,300,0.9360507644565286,6.005015366773207,0,0.0,2,14,286,1500,0.47445076445652856
perfect,compromised_xapp,shield_ric,9,300,0.9258592615708484,5.492875882657174,0,0.0,1,22,278,1500,0.46525926157084835
perfect,compound,static,0,300,0.7756605194659607,4.829766781832297,0,0.0,35,0,0,0,0.3156605194659607
perfect,compound,static,1,300,0.7504092065966539,5.681362742414887,0,0.0,36,0,0,0,0.2904092065966537
